Event Number	Acquisition Date (Local)	Acquisition Time (Local)	Origin Date (Local)	Origin Time (Local)	Origin Time (partial seconds)	Time Zone Offset	Easting ft (Relative Local Tangent Plane True North)	Northing ft (Relative Local Tangent Plane True North)	Depth ft (TVD)	Magnitude	Confidence	Event File
7411	40434	0.192071759	40434	0.192071759	0.123	-05:00	-58.31	4369.44	5804.11	-2.7	4.01	20140914t093635_921000z
7412	40434	0.192106481	40434	0.192106481	0.046	-05:00	-41.64	4362.91	5794.3	-2.91	1.55	20140914t093638_845750z
7413	40434	0.195474537	40434	0.195474537	0.945	-05:00	23.8	4384.88	5819.92	-2.63	1.29	20140914t094129_706750z
7414	40434	0.197627315	40434	0.197627315	0.788	-05:00	-47.55	4403.52	5833.91	-2.7	2.84	20140914t094435_587000z
7415	40434	0.20005787	40434	0.20005787	0.996	-05:00	-69.35	4412.11	5554.21	-2.7	1.75	20140914t094805_770750z
7416	40434	0.200335648	40434	0.200335648	0.342	-05:00	-96.1	4437.1	5785.83	-3.33	2.92	20140914t094829_124750z
7417	40434	0.200787037	40434	0.200787037	0.934	-05:00	4.99	4383.23	5829.88	-2.68	1.88	20140914t094908_707000z
7418	40434	0.202627315	40434	0.202627315	0.31	-05:00	-120.84	4417.54	5817.67	-3.3	1.76	20140914t095147_110250z
7419	40434	0.202638889	40434	0.202638889	0.692	-05:00	23.79	4450.02	5574.61	-3.22	1.69	20140914t095148_489250z
7420	40434	0.20537037	40434	0.20537037	0.798	-05:00	-353.22	4511.03	5766.04	-3.14	1.5	20140914t095544_608000z
7421	40434	0.208969907	40434	0.208969907	0.797	-05:00	-130.69	4421.06	5832.7	-3.4	2.96	20140914t100055_594000z
7422	40434	0.209236111	40434	0.209236111	0.979	-05:00	98.79	4398.61	5811.99	-3.36	1.61	20140914t100118_740250z
7423	40434	0.211712963	40434	0.211712963	0.393	-05:00	1873.4	4464.43	5887.12	-1.92	1.78	20140914t100452_268000z
7424	40434	0.21275463	40434	0.21275463	0.595	-05:00	-84.99	4437.1	5695.57	-3.47	0.91	20140914t100622_383000z
7425	40434	0.214131944	40434	0.214131944	0.042	-05:00	1908.09	3953.65	5922.35	-2.08	3.29	20140914t100821_896000z
7426	40434	0.217141204	40434	0.217141204	0.85	-05:00	1255	3982.21	5955.62	-2.75	0.69	20140914t101241_751750z
7427	40434	0.218680556	40434	0.218680556	0.087	-05:00	624.44	4262.1	5820.95	-3.2	1.48	20140914t101454_906750z
7428	40434	0.21900463	40434	0.21900463	0.614	-05:00	-59.33	4374.82	5750.4	-2.86	1.85	20140914t101522_200750z
7429	40434	0.223622685	40434	0.223622685	0.697	-05:00	-139.27	4437.09	5714.08	-2.73	2.1	20140914t102201_483000z
7430	40434	0.229930556	40434	0.229930556	0.082	-05:00	-43.38	4387.07	5827.29	-3.51	2.35	20140914t103106_846250z
7431	40434	0.23037037	40434	0.23037037	0.426	-05:00	-16.01	4413.1	5738.99	-3.4	3.43	20140914t103144_195500z
7432	40434	0.231215278	40434	0.231215278	0.944	-05:00	146.42	4387.1	5797.59	-2.89	1.76	20140914t103257_724500z
7433	40434	0.232453704	40434	0.232453704	0.558	-05:00	189	4365.82	5759.53	-3.4	3.28	20140914t103444_344000z
7434	40434	0.234351852	40434	0.234351852	0.746	-05:00	-30.89	4347.08	5814.71	-3.06	1.69	20140914t103728_509750z
7435	40434	0.234456019	40434	0.234456019	0.576	-05:00	185.49	4312.1	5730.09	-3.56	1.79	20140914t103737_347500z
7436	40434	0.236574074	40434	0.236574074	0.155	-05:00	-346.82	4437.1	5680.04	-3.36	1.38	20140914t104040_957500z
