Event Number	Acquisition Date (Local)	Acquisition Time (Local)	Origin Date (Local)	Origin Time (Local)	Origin Time (partial seconds)	Time Zone Offset	Easting ft (Relative Local Tangent Plane True North)	Northing ft (Relative Local Tangent Plane True North)	Depth ft (TVD)	Magnitude	Confidence	Event File
2395	40420	0.459872685	40420	0.459872685	0.928	-05:00	-528.8	4508.42	5612.38	-2.81	2.38	20140831t160213_794000z
2396	40420	0.45994213	40420	0.45994213	0.462	-05:00	-546.84	4478.53	5585.97	-2.79	1.52	20140831t160219_328250z
2397	40420	0.460300926	40420	0.460300926	0.488	-05:00	-369.76	4448.37	5724.29	-2.96	2.76	20140831t160250_342250z
2398	40420	0.464189815	40420	0.464189815	0.768	-05:00	-450.02	4449.97	5745.04	-2.72	2.15	20140831t160826_614250z
2399	40420	0.465231481	40420	0.465231481	0.672	-05:00	-465.37	4450.05	5702.69	-2.77	2.69	20140831t160956_509250z
2400	40420	0.466516204	40420	0.466516204	0.636	-05:00	-575.91	4508.3	5510.99	-2.59	3.22	20140831t161147_517500z
2401	40420	0.469085648	40420	0.469085648	0.188	-05:00	-473.13	4396.04	5735.92	-2.7	1.98	20140831t161529_047000z
2402	40420	0.470208333	40420	0.470208333	0.922	-05:00	-356.29	4461.45	5763.09	-2.76	1.89	20140831t161706_764250z
2403	40420	0.471886574	40420	0.471886574	0.259	-05:00	-238.75	4478.45	5728.36	-2.75	2.12	20140831t161931_098250z
2404	40420	0.472581019	40420	0.472581019	0.766	-05:00	-456.88	4448.34	5723.89	-2.68	1.47	20140831t162031_404500z
2405	40420	0.475266204	40420	0.475266204	0.71	-05:00	-438.26	4538.56	5634.59	-2.75	1.5	20140831t162423_569750z
2406	40420	0.475902778	40420	0.475902778	0.658	-05:00	-380.71	4547.38	5758.28	-2.67	1.07	20140831t162518_540250z
2407	40420	0.477418981	40420	0.477418981	0.004	-05:00	-386.71	4441.63	5769.99	-2.69	1.44	20140831t162729_634750z
2408	40420	0.482881944	40420	0.482881944	0.462	-05:00	-84.83	4503.27	5737.72	-2.79	2.4	20140831t163521_319500z
2409	40420	0.48505787	40420	0.48505787	0.256	-05:00	-448.71	4448.5	5777.15	-2.52	1.45	20140831t163829_117750z
2410	40420	0.485555556	40420	0.485555556	0.917	-05:00	-64.69	4484.06	5744.38	-2.74	1.45	20140831t163912_743750z
2411	40420	0.488391204	40420	0.488391204	0.259	-05:00	-138.23	4497.52	5682.37	-2.69	2.35	20140831t164317_863250z
2412	40420	0.489930556	40420	0.489930556	0.853	-05:00	-114.67	4410.6	5795.26	-2.78	1.55	20140831t164530_708000z
2413	40420	0.491145833	40420	0.491145833	0.354	-05:00	413.1	4568.42	5581.38	-2.63	2.56	20140831t164715_976000z
2414	40420	0.496030093	40420	0.496030093	0.377	-05:00	151.36	4478.5	5696.09	-2.8	2.59	20140831t165417_224500z
2415	40420	0.497592593	40420	0.497592593	0.32	-05:00	60.99	4494.31	5766.82	-2.9	1.91	20140831t165632_942750z
2416	40420	0.498009259	40420	0.498009259	0.636	-05:00	-584.72	4418.48	5722.49	-2.57	1.27	20140831t165708_275750z
2417	40420	0.5	40420	0.5	0.587	-05:00	-916.75	4478.44	5610.52	-2.19	1.15	20140831t170000_279750z
2418	40420	0.5	40420	0.5	0.804	-05:00	-182.21	4388.31	5666.06	-2.44	1.03	20140831t170000_509250z
2419	40420	0.501076389	40420	0.501076389	0.75	-05:00	265.85	4448.33	5786.8	-2.7	2.44	20140831t170133_595250z
2420	40420	0.501261574	40420	0.501261574	0.796	-05:00	-181.97	4478.44	5675.58	-2.74	1.79	20140831t170149_433250z
2421	40420	0.502893519	40420	0.502893519	0.468	-05:00	-440.6	4478.3	5580.98	-2.61	1.71	20140831t170410_418750z
2422	40420	0.504236111	40420	0.504236111	0.655	-05:00	257.53	4555.55	5713.15	-2.86	1.78	20140831t170606_519250z
2423	40420	0.504293981	40420	0.504293981	0.262	-05:00	-108.34	4565.25	5665.83	-2.76	1.42	20140831t170611_109250z
2424	40420	0.505497685	40420	0.505497685	0.132	-05:00	-798.28	4512.66	5756.51	-2.11	3.32	20140831t170755_003750z
2425	40420	0.507395833	40420	0.507395833	0.866	-05:00	-270.78	4358.42	5730.42	-2.73	1.97	20140831t171039_721500z
2426	40420	0.51025463	40420	0.51025463	0.186	-05:00	-58.7	4677.48	5570.88	-2.69	1.99	20140831t171446_051000z
2427	40420	0.511770833	40420	0.511770833	0.448	-05:00	-198.2	4522.66	5677.17	-2.6	2.41	20140831t171657_294000z
2428	40420	0.514884259	40420	0.514884259	0.196	-05:00	-128.62	4486.95	5754.49	-2.75	3.32	20140831t172126_030250z
2429	40420	0.516030093	40420	0.516030093	0.148	-05:00	-277.36	4558.11	5679.11	-2.7	1.83	20140831t172305_007500z
2430	40420	0.516053241	40420	0.516053241	0.809	-05:00	391.18	4538.4	5728.68	-2.72	1.41	20140831t172307_665500z
2431	40420	0.516215278	40420	0.516215278	0.966	-05:00	-180.05	4571.98	5686.11	-2.63	1.79	20140831t172321_788750z
2432	40420	0.516539352	40420	0.516539352	0.339	-05:00	-299.96	4568.48	5686.47	-2.74	1.52	20140831t172349_188250z
2433	40420	0.516631944	40420	0.516631944	0.803	-05:00	-333.96	4508.49	5752.07	-2.51	3.68	20140831t172357_662500z
2434	40420	0.516631944	40420	0.516631944	0.807	-05:00	-305.09	4498.83	5727.67	-2.56	3.55	20140831t172357_453750z
2435	40420	0.517060185	40420	0.517060185	0.542	-05:00	768.48	4418.38	5566.76	-2.66	2.65	20140831t172434_255500z
2436	40420	0.517800926	40420	0.517800926	0.64	-05:00	-278.19	4538.27	5479.12	-2.82	2.09	20140831t172538_501250z
2437	40420	0.518043981	40420	0.518043981	0.508	-05:00	-1038.07	4388.27	5757.35	-2.5	1.92	20140831t172559_143000z
2438	40420	0.519155093	40420	0.519155093	0.464	-05:00	151.34	4508.49	5781.59	-3.03	1.14	20140831t172735_303250z
2439	40420	0.520358796	40420	0.520358796	0.402	-05:00	-470.42	5072.72	5457.45	-2.18	1.63	20140831t172919_304500z
2440	40420	0.520694444	40420	0.520694444	0.977	-05:00	-141.71	4471.23	5675.44	-2.93	2.51	20140831t172948_816500z
2441	40420	0.520717593	40420	0.520717593	0.217	-05:00	-299.56	4497.63	5759.24	-2.87	1.38	20140831t172950_065500z
2442	40420	0.520983796	40420	0.520983796	0.186	-05:00	-1634.13	4984.51	5736.54	-2.29	2.59	20140831t173013_097000z
2443	40420	0.521030093	40420	0.521030093	0.387	-05:00	-151.78	4518.37	5672.52	-2.94	2.66	20140831t173017_236250z
2444	40420	0.52130787	40420	0.52130787	0.667	-05:00	346.68	4568.48	5663.49	-3.03	1.44	20140831t173041_532250z
2445	40420	0.521331019	40420	0.521331019	0.877	-05:00	-239.82	4509.69	5755.54	-3.03	1.35	20140831t173043_725000z
2446	40420	0.521655093	40420	0.521655093	0.285	-05:00	-277.64	4571.61	5557.86	-3.05	1.81	20140831t173111_147500z
2447	40420	0.521666667	40420	0.521666667	0.452	-05:00	391.1	4628.35	5688.09	-2.95	1.49	20140831t173112_313000z
2448	40420	0.522141204	40420	0.522141204	0.383	-05:00	-287.14	4478.31	5764.3	-2.97	1.22	20140831t173153_246000z
2449	40420	0.522534722	40420	0.522534722	0.794	-05:00	-138.54	4553.05	5746.96	-2.98	1.96	20140831t173227_647250z
2450	40420	0.524166667	40420	0.524166667	0.535	-05:00	-174.69	4464.45	5654.62	-3.2	2.44	20140831t173448_361750z
2451	40420	0.525	40420	0.525	0.8	-05:00	442.58	4628.37	5720.57	-2.94	1.82	20140831t173600_668250z
2452	40420	0.525590278	40420	0.525590278	0.093	-05:00	-432.21	4542.77	5608.51	-2.67	1.87	20140831t173651_962750z
2453	40420	0.526064815	40420	0.526064815	0.316	-05:00	431.83	4581.46	5702.01	-3.06	1.67	20140831t173732_156750z
2454	40420	0.526145833	40420	0.526145833	0.886	-05:00	-293.67	4489.55	5695.3	-2.98	2.65	20140831t173739_737250z
2455	40420	0.526909722	40420	0.526909722	0.864	-05:00	-606.22	4538.55	5541.64	-2.59	1.86	20140831t173845_733500z
2456	40420	0.527071759	40420	0.527071759	0.291	-05:00	-169.68	4538.48	5786.57	-2.89	1.42	20140831t173859_898750z
2457	40420	0.527638889	40420	0.527638889	0.779	-05:00	-658.9	4568.32	5605.01	-2.53	3.3	20140831t173948_633250z
2458	40420	0.528356481	40420	0.528356481	0.158	-05:00	-707.02	4572.75	5608.28	-2.59	1.73	20140831t174050_051500z
2459	40420	0.531111111	40420	0.531111111	0.255	-05:00	331.14	4508.37	5724.59	-3.06	1.73	20140831t174448_089000z
2460	40420	0.533888889	40420	0.533888889	0.908	-05:00	-558.56	4534	5582.26	-2.75	1.7	20140831t174848_789250z
2461	40420	0.534953704	40420	0.534953704	0.918	-05:00	480.99	4538.3	5717.2	-3.02	2.12	20140831t175020_782500z
2462	40420	0.539340278	40420	0.539340278	0.157	-05:00	181.24	4478.43	5594.37	-2.96	1.99	20140831t175639_006750z
2463	40420	0.542662037	40420	0.542662037	0.215	-05:00	-324.72	4598.34	5508.81	-2.58	3.22	20140831t180126_052500z
2464	40420	0.544768519	40420	0.544768519	0.759	-05:00	-153.13	4550.35	5625.93	-2.76	2.64	20140831t180428_602500z
2465	40420	0.54724537	40420	0.54724537	0.175	-05:00	-436.04	4538.39	5695.96	-2.06	3.4	20140831t180802_012750z
2466	40420	0.549826389	40420	0.549826389	0.79	-05:00	-425.75	4478.4	5701.77	-2.19	2.67	20140831t181145_640500z
2467	40420	0.55005787	40420	0.55005787	0.646	-05:00	-1338.37	4853.45	5726.84	-1.48	2.89	20140831t181205_668250z
2468	40420	0.550104167	40420	0.550104167	0.523	-05:00	-1423.07	4628.35	5757.44	-1.63	2.91	20140831t181209_416250z
2469	40420	0.550833333	40420	0.550833333	0.252	-05:00	-1678.28	4388.4	5751.23	-1.94	2.55	20140831t181312_202000z
2470	40420	0.550844907	40420	0.550844907	0.764	-05:00	-1168.82	4605.72	5779.53	-2.12	2.07	20140831t181313_716250z
2471	40420	0.552060185	40420	0.552060185	0.901	-05:00	241.18	4598.4	5686.16	-2.69	2.12	20140831t181458_764000z
2472	40420	0.555555556	40420	0.555555556	0.395	-05:00	423.04	4688.55	5798.84	-2.38	1.12	20140831t182000_263250z
2473	40420	0.556053241	40420	0.556053241	0.686	-05:00	-468	4448.4	5722.35	-2.43	1.89	20140831t182043_570000z
2474	40420	0.556550926	40420	0.556550926	0.862	-05:00	-79.78	4527.18	5649.15	-2.4	2.82	20140831t182126_704750z
2475	40420	0.561400463	40420	0.561400463	0.142	-05:00	-420.66	4478.3	5751.56	-2.48	1.47	20140831t182825_015750z
2476	40420	0.562708333	40420	0.562708333	0.793	-05:00	-1069.98	4622.76	5522.8	-1.92	2.59	20140831t183018_716750z
2477	40420	0.563159722	40420	0.563159722	0.049	-05:00	-1520.03	5198.62	5762.51	-1.62	3.3	20140831t183057_981500z
2478	40420	0.563865741	40420	0.563865741	0.554	-05:00	-290.01	4554.98	5569.42	-2.47	3.15	20140831t183158_417750z
2479	40420	0.566006944	40420	0.566006944	0.245	-05:00	121.24	4560.89	5679.39	-2.6	3.35	20140831t183503_102750z
2480	40420	0.567719907	40420	0.567719907	0.288	-05:00	-510.89	4418.39	5729.3	-2.29	2.19	20140831t183731_166250z
2481	40420	0.568148148	40420	0.568148148	0.359	-05:00	-743.29	4458.2	5735.73	-2.41	2.26	20140831t183808_250250z
2482	40420	0.569525463	40420	0.569525463	0.28	-05:00	-470.88	4448.41	5727.94	-2.43	3.25	20140831t184007_130000z
2483	40420	0.571898148	40420	0.571898148	0.148	-05:00	301.11	4568.36	5723.54	-2.52	2.63	20140831t184332_006750z
2484	40420	0.572453704	40420	0.572453704	0.623	-05:00	-497.52	4508.57	5743.85	-2.36	3.22	20140831t184420_496750z
2485	40420	0.574918981	40420	0.574918981	0.382	-05:00	-379.34	4538.4	5622.83	-2.49	2.57	20140831t184753_247250z
2486	40420	0.576481481	40420	0.576481481	0.628	-05:00	-271.91	4572.58	5721.22	-1.99	1.17	20140831t185008_559000z
2487	40420	0.577835648	40420	0.577835648	0.502	-05:00	464.78	4688.43	5631.02	-2.51	1.71	20140831t185205_387250z
2488	40420	0.578946759	40420	0.578946759	0.665	-05:00	121.14	4529.48	5757.07	-2.56	2.5	20140831t185341_503250z
2489	40420	0.581354167	40420	0.581354167	0.623	-05:00	121.35	4598.5	5783.92	-2.54	1.45	20140831t185709_482000z
2490	40420	0.583356481	40420	0.583356481	0.306	-05:00	-62.78	4521.49	5765.08	-2.94	2.41	20140831t190002_130750z
2491	40420	0.5840625	40420	0.5840625	0.84	-05:00	-120.84	4513.43	5633.21	-2.84	2.71	20140831t190103_691750z
2492	40420	0.5853125	40420	0.5853125	0.944	-05:00	194.68	4521.16	5789.66	-2.99	1.85	20140831t190251_511750z
2493	40420	0.586076389	40420	0.586076389	0.763	-05:00	31.01	4550.08	5755.8	-2.78	3.25	20140831t190357_581250z
2494	40420	0.586111111	40420	0.586111111	0.306	-05:00	284.07	4602.75	5713.5	-2.77	1.7	20140831t190400_136000z
2495	40420	0.586134259	40420	0.586134259	0.295	-05:00	-58.78	4641.81	5640.29	-2.84	1.84	20140831t190402_071500z
2496	40420	0.58712963	40420	0.58712963	0.964	-05:00	-1054.29	4598.4	5856.22	-2.59	1.67	20140831t190528_771000z
2497	40420	0.587233796	40420	0.587233796	0.062	-05:00	91.18	4528.9	5707.57	-2.92	2.73	20140831t190537_903000z
2498	40420	0.588032407	40420	0.588032407	0.344	-05:00	593.76	4628.33	5736.29	-2.46	3.43	20140831t190646_190500z
2499	40420	0.588530093	40420	0.588530093	0.909	-05:00	-1102.23	4455.95	5758.19	-2.36	3.25	20140831t190729_794000z
2500	40420	0.589050926	40420	0.589050926	0.403	-05:00	-658.91	4508.31	5725.44	-2.54	3.3	20140831t190814_255250z
2501	40420	0.590173611	40420	0.590173611	0.723	-05:00	61.07	4503.65	5744.58	-2.76	3.26	20140831t190951_564750z
2502	40420	0.592847222	40420	0.592847222	0.067	-05:00	5.49	4481.18	5698	-2.69	3.16	20140831t191342_878750z
2503	40420	0.593842593	40420	0.593842593	0.879	-05:00	-151.41	4498.08	5802.64	-2.84	1.46	20140831t191508_727750z
2504	40420	0.598715278	40420	0.598715278	0.822	-05:00	-383.38	4522.19	5754.17	-2.76	2.23	20140831t192209_699000z
2505	40420	0.599074074	40420	0.599074074	0.483	-05:00	181.24	4478.43	5684.44	-2.87	3.19	20140831t192240_332000z
2506	40420	0.626203704	40420	0.626203704	0.926	-05:00	-283.34	4589.92	5576.01	-2.74	3.06	20140831t200144_786500z
2507	40420	0.628055556	40420	0.628055556	0.435	-05:00	-179.72	4627.69	5633.54	-2.62	1.56	20140831t200424_314000z
2508	40420	0.629108796	40420	0.629108796	0.662	-05:00	596.86	4686.82	5636.71	-2.64	1.85	20140831t200555_508250z
2509	40420	0.629131944	40420	0.629131944	0.54	-05:00	-330.26	4429.22	5708.6	-2.91	1.82	20140831t200557_416000z
2510	40420	0.629340278	40420	0.629340278	0.029	-05:00	-186.18	4584.63	5593.75	-2.82	3.07	20140831t200615_883500z
2511	40420	0.629467593	40420	0.629467593	0.589	-05:00	-429.01	4478.44	5612.57	-2.71	2.89	20140831t200626_427250z
2512	40420	0.632013889	40420	0.632013889	0.861	-05:00	91.19	4586.5	5627.65	-2.61	1.06	20140831t201006_696000z
2513	40420	0.632719907	40420	0.632719907	0.503	-05:00	-299.05	5068.52	5752.88	-2.39	2.16	20140831t201107_360250z
2514	40420	0.633900463	40420	0.633900463	0.757	-05:00	-266.29	4457.32	5668.62	-2.64	1.9	20140831t201249_628750z
2515	40420	0.633969907	40420	0.633969907	0.038	-05:00	-392.7	4508.37	5709.72	-2.62	1.59	20140831t201255_910000z
2516	40420	0.635023148	40420	0.635023148	0.263	-05:00	-93.63	4485.74	5737.76	-2.84	1.64	20140831t201426_097750z
2517	40420	0.63505787	40420	0.63505787	0.499	-05:00	-604.74	4508.31	5736.84	-2.4	1.95	20140831t201429_377750z
2518	40420	0.635590278	40420	0.635590278	0.052	-05:00	-161.78	4481.77	5629.58	-2.64	1.89	20140831t201515_940250z
2519	40420	0.635659722	40420	0.635659722	0.546	-05:00	-250.49	4418.36	5687.63	-2.62	1.99	20140831t201521_405500z
2520	40420	0.638368056	40420	0.638368056	0.298	-05:00	-283.25	4448.28	5740.65	-2.58	1.77	20140831t201915_134250z
2521	40420	0.638368056	40420	0.638368056	0.881	-05:00	135.11	4536.17	5702.35	-2.72	3.08	20140831t201915_724750z
2522	40420	0.642013889	40420	0.642013889	0.935	-05:00	-739.6	4448.45	5640.04	-2.5	1.91	20140831t202430_815500z
2523	40420	0.64212963	40420	0.64212963	0.487	-05:00	-266.7	4500.1	5706.46	-2.54	1.86	20140831t202440_345750z
2524	40420	0.64337963	40420	0.64337963	0.021	-05:00	241.37	4388.51	5657.24	-2.25	1.82	20140831t202628_847750z
2525	40420	0.643611111	40420	0.643611111	0.571	-05:00	-437.14	4508.34	5487.18	-2.35	1.85	20140831t202648_463250z
2526	40420	0.643842593	40420	0.643842593	0.617	-05:00	151.36	4478.5	5701.1	-2.74	2.68	20140831t202708_455500z
2527	40420	0.644710648	40420	0.644710648	0.754	-05:00	-101.32	4520.54	5644.01	-2.7	2.78	20140831t202823_606000z
2528	40420	0.645740741	40420	0.645740741	0.395	-05:00	-409.31	4515.91	5674.14	-2.45	2.29	20140831t202952_263250z
2529	40420	0.646608796	40420	0.646608796	0.705	-05:00	-106.12	4430.79	5763.99	-2.58	2.73	20140831t203107_544500z
2530	40420	0.646990741	40420	0.646990741	0.212	-05:00	151.14	4581.72	5734.55	-2.49	2.73	20140831t203140_045500z
2531	40420	0.648402778	40420	0.648402778	0.667	-05:00	151.34	4508.49	5751.99	-2.51	2.36	20140831t203342_489000z
2532	40420	0.649398148	40420	0.649398148	0.05	-05:00	181.24	4478.43	5745.72	-2.81	2.36	20140831t203508_900500z
2533	40420	0.649513889	40420	0.649513889	0.874	-05:00	-355.16	4454.65	5679.85	-2.44	3.1	20140831t203518_738000z
2534	40420	0.651527778	40420	0.651527778	0.84	-05:00	-208.31	4533.53	5609.36	-2.54	2.78	20140831t203812_681250z
2535	40420	0.652430556	40420	0.652430556	0.63	-05:00	-134.95	4466.22	5668.48	-2.76	2.19	20140831t203930_490000z
2536	40420	0.6546875	40420	0.6546875	0.003	-05:00	-280.76	4388.27	5730.49	-2.67	1.81	20140831t204245_859000z
2537	40420	0.655844907	40420	0.655844907	0.995	-05:00	-274.42	4512.26	5716.42	-2.57	2.47	20140831t204425_828750z
2538	40420	0.656956019	40420	0.656956019	0.551	-05:00	-327.77	4487.37	5717.9	-2.53	3.24	20140831t204601_403250z
2539	40420	0.658518519	40420	0.658518519	0.801	-05:00	-1172.48	4538.45	5549.37	-2.07	1.61	20140831t204816_738000z
2540	40420	0.66119213	40420	0.66119213	0.081	-05:00	343.79	4670.99	5717.41	-2.59	1.63	20140831t205207_947750z
2541	40420	0.662418981	40420	0.662418981	0.116	-05:00	329.37	4625.28	5796.97	-2.6	1.94	20140831t205353_969500z
2542	40420	0.662766204	40420	0.662766204	0.61	-05:00	181.16	4535.15	5709.18	-2.73	3.23	20140831t205423_454750z
2543	40420	0.66337963	40420	0.66337963	0.375	-05:00	-347.32	4418.43	5751.9	-2.69	2.45	20140831t205516_206750z
2544	40420	0.664895833	40420	0.664895833	0.159	-05:00	-179.52	4551.81	5670.75	-2.72	1.84	20140831t205727_004000z
2545	40420	0.664907407	40420	0.664907407	0.629	-05:00	-373.28	4358.32	5733.68	-2.38	1.98	20140831t205728_479000z
2546	40420	0.665173611	40420	0.665173611	0.336	-05:00	-366.38	4508.3	5737.79	-2.55	2.47	20140831t205751_200000z
2547	40420	0.666365741	40420	0.666365741	0.022	-05:00	-431.77	4538.25	5701.05	-2.1	3.04	20140831t205934_870500z
2548	40420	0.667048611	40420	0.667048611	0.441	-05:00	-469.39	4418.44	5742.11	-2.31	3.27	20140831t210033_288500z
2549	40420	0.668668981	40420	0.668668981	0.99	-05:00	91.23	4557.37	5709.41	-2.77	2.7	20140831t210253_849000z
2550	40420	0.669456019	40420	0.669456019	0.336	-05:00	151.34	4508.49	5712.04	-2.61	2.09	20140831t210401_171000z
2551	40420	0.670509259	40420	0.670509259	0.694	-05:00	-87.49	4534.76	5703.64	-2.78	2.84	20140831t210532_554750z
2552	40420	0.670729167	40420	0.670729167	0.514	-05:00	339.08	4411.13	5709.05	-2.71	2.34	20140831t210551_346000z
2553	40420	0.67099537	40420	0.67099537	0.193	-05:00	-450.44	4478.48	5717.03	-2.48	1.84	20140831t210614_061750z
2554	40420	0.672048611	40420	0.672048611	0.261	-05:00	121.01	4531.47	5734.14	-2.57	3.24	20140831t210745_101750z
2555	40420	0.673159722	40420	0.673159722	0.633	-05:00	151.26	4531.03	5722.71	-2.62	3.13	20140831t210921_486750z
2556	40420	0.673506944	40420	0.673506944	0.16	-05:00	-1411.39	5273.52	5778.84	-1.89	2.62	20140831t210951_134000z
2557	40420	0.674675926	40420	0.674675926	0.333	-05:00	-114.03	4397.25	5775.4	-2.35	2.74	20140831t211132_175000z
2558	40420	0.674872685	40420	0.674872685	0.245	-05:00	-1104.69	5424.96	5415.01	-1.76	2.43	20140831t211149_226750z
2559	40420	0.676678241	40420	0.676678241	0.083	-05:00	-123.6	4418.46	5669.95	-2.63	1.51	20140831t211425_936000z
2560	40420	0.678541667	40420	0.678541667	0.781	-05:00	541.12	4538.37	5754.38	-2.62	1.21	20140831t211706_648500z
2561	40420	0.678611111	40420	0.678611111	0.87	-05:00	31.06	4546.5	5693.71	-2.43	3.57	20140831t211712_701000z
2562	40420	0.679768519	40420	0.679768519	0.098	-05:00	167.84	4572.73	5684.63	-2.5	3.47	20140831t211852_953500z
2563	40420	0.680046296	40420	0.680046296	0.816	-05:00	290.06	4508.31	5695.86	-2.75	3.35	20140831t211916_669500z
2564	40420	0.680914352	40420	0.680914352	0.366	-05:00	352.33	4567.36	5818.18	-2.46	2.83	20140831t212031_212500z
2565	40420	0.682071759	40420	0.682071759	0.779	-05:00	151.36	4478.5	5728.32	-2.7	1.68	20140831t212211_609500z
2566	40420	0.683356481	40420	0.683356481	0.426	-05:00	968.02	4617.99	5767.02	-1.96	3.56	20140831t212402_358250z
2567	40420	0.683506944	40420	0.683506944	0.348	-05:00	301.04	4538.33	5728.57	-2.65	2.49	20140831t212415_194500z
2568	40420	0.683611111	40420	0.683611111	0.665	-05:00	-649.85	4422.46	5587	-2.38	2.93	20140831t212424_519000z
2569	40420	0.685763889	40420	0.685763889	0.985	-05:00	121.27	4528.38	5765.23	-2.78	2.42	20140831t212730_827750z
2570	40420	0.6871875	40420	0.6871875	0.457	-05:00	204.25	4546.03	5738.86	-2.39	2.91	20140831t212933_221500z
2571	40420	0.687673611	40420	0.687673611	0.885	-05:00	151.36	4478.5	5785.05	-2.69	1.87	20140831t213015_718750z
2572	40420	0.687789352	40420	0.687789352	0.165	-05:00	-446.24	4691.01	5756.75	-2.31	2.61	20140831t213025_038250z
2573	40420	0.689143519	40420	0.689143519	0.35	-05:00	-237.78	4500.57	5717.73	-2.6	3.23	20140831t213222_203000z
2574	40420	0.690902778	40420	0.690902778	0.275	-05:00	91.13	4500.92	5709.07	-2.62	3.51	20140831t213454_125750z
2575	40420	0.691215278	40420	0.691215278	0.576	-05:00	61.05	4519.3	5712.7	-2.72	3.24	20140831t213521_420000z
2576	40420	0.691377315	40420	0.691377315	0.682	-05:00	-290.2	4747.96	5760.73	-2.26	3.4	20140831t213535_507500z
2577	40420	0.691539352	40420	0.691539352	0.28	-05:00	-634.34	4690.77	5825.67	-1.64	3.02	20140831t213549_203250z
2578	40420	0.69287037	40420	0.69287037	0.456	-05:00	151.1	4498.24	5729.56	-2.67	3	20140831t213744_297750z
2579	40420	0.694131944	40420	0.694131944	0.453	-05:00	276.49	4566.82	5706.91	-2.71	2.47	20140831t213933_315250z
2580	40420	0.694884259	40420	0.694884259	0.826	-05:00	-315.36	4508.26	5728.59	-2.51	3.45	20140831t214038_661750z
2581	40420	0.696076389	40420	0.696076389	0.824	-05:00	894.45	5355.26	5778.38	-1.69	3.48	20140831t214221_782250z
2582	40420	0.697523148	40420	0.697523148	0.096	-05:00	-183.27	4635.31	5741.02	-2.55	1.61	20140831t214426_930750z
2583	40420	0.698101852	40420	0.698101852	0.876	-05:00	144.56	4538.57	5710.43	-2.44	2.91	20140831t214516_546500z
2584	40420	0.69818287	40420	0.69818287	0.358	-05:00	-1438.48	4263.78	5855.67	-1.93	1.67	20140831t214523_318250z
2585	40420	0.698194444	40420	0.698194444	0.073	-05:00	-1149.82	4146.76	5825.48	-2.12	3.36	20140831t214524_990500z
2586	40420	0.6984375	40420	0.6984375	0.553	-05:00	-497.12	4457.94	5733.12	-2.54	2.03	20140831t214545_431250z
2587	40420	0.698946759	40420	0.698946759	0.314	-05:00	-130.04	4448.42	5685.53	-2.62	2.79	20140831t214629_164000z
2588	40420	0.69900463	40420	0.69900463	0.324	-05:00	-142.09	4500.28	5684.67	-2.4	2.77	20140831t214634_159250z
2589	40420	0.700289352	40420	0.700289352	0.552	-05:00	-564.38	4508.49	5753.58	-2.41	3.09	20140831t214825_425750z
2590	40420	0.701539352	40420	0.701539352	0.118	-05:00	224.61	4574.06	5720.49	-2.61	2.24	20140831t215013_962500z
2591	40420	0.70162037	40420	0.70162037	0.971	-05:00	68.8	4545.84	5740.52	-2.66	3.06	20140831t215020_804750z
2592	40420	0.70224537	40420	0.70224537	0.541	-05:00	211.15	4628.38	5625.4	-2.52	2.48	20140831t215114_377250z
2593	40420	0.702361111	40420	0.702361111	0.995	-05:00	-565.44	4538.35	5705.55	-2.42	2.54	20140831t215124_876000z
2594	40420	0.702384259	40420	0.702384259	0.533	-05:00	-630.36	4595.56	5722.93	-2.38	2.51	20140831t215126_403000z
2595	40420	0.703425926	40420	0.703425926	0.697	-05:00	421.32	4349.55	5488.71	-2.52	1.28	20140831t215256_556250z
2596	40420	0.704131944	40420	0.704131944	0.176	-05:00	265.65	4562.73	5676.35	-2.46	1.67	20140831t215357_034500z
2597	40420	0.704155093	40420	0.704155093	0.178	-05:00	344.69	4508.41	5753.42	-2.42	2.38	20140831t215359_011500z
2598	40420	0.704930556	40420	0.704930556	0.069	-05:00	91.29	4517.26	5723.04	-2.8	1.88	20140831t215506_938250z
2599	40420	0.705069444	40420	0.705069444	0.895	-05:00	910.37	4563.49	5822.87	-2.37	2.85	20140831t215518_814750z
2600	40420	0.705324074	40420	0.705324074	0.877	-05:00	241.31	4538.46	5709.95	-2.71	3.04	20140831t215540_730500z
2601	40420	0.705381944	40420	0.705381944	0.817	-05:00	-346.12	4903.55	5556.96	-2.08	3.08	20140831t215545_658000z
2602	40420	0.705902778	40420	0.705902778	0.259	-05:00	61.23	4765.93	5539.3	-2.58	3.28	20140831t215630_107000z
2603	40420	0.7059375	40420	0.7059375	0.865	-05:00	-81.83	4464.5	5768.71	-3.06	2.11	20140831t215633_714500z
2604	40420	0.706770833	40420	0.706770833	0.65	-05:00	450.09	4378.95	5736.94	-2.86	1.85	20140831t215745_510000z
2605	40420	0.70693287	40420	0.70693287	0.968	-05:00	181.35	4538.49	5643.66	-2.81	2.66	20140831t215759_815000z
2606	40420	0.707233796	40420	0.707233796	0.427	-05:00	-322.28	4513.54	5682.1	-2.7	3.28	20140831t215825_290250z
2607	40420	0.7075	40420	0.7075	0.625	-05:00	-651.45	4552.33	5734.1	-2.37	3.38	20140831t215848_503500z
2608	40420	0.708946759	40420	0.708946759	0.621	-05:00	-774.41	4538.39	5731.11	-2.39	3.31	20140831t220053_483500z
