Event Number	Acquisition Date (Local)	Acquisition Time (Local)	Origin Date (Local)	Origin Time (Local)	Origin Time (partial seconds)	Time Zone Offset	Easting ft (Relative Local Tangent Plane True North)	Northing ft (Relative Local Tangent Plane True North)	Depth ft (TVD)	Magnitude	Confidence	Event File
1222	40409	0.056851852	40409	0.056851852	0.569	-05:00	2169.27	2685.79	5512.86	-2.25	3.07	20140820t062152_371750z
1223	40409	0.056863426	40409	0.056863426	0.421	-05:00	2150.33	2703.14	5754.44	-2.08	3.02	20140820t062153_221250z
1224	40409	0.057141204	40409	0.057141204	0.659	-05:00	663.85	2441.86	5540.69	-2.79	1.52	20140820t062217_506750z
1225	40409	0.057523148	40409	0.057523148	0.418	-05:00	1767.76	2680.45	5770.41	-2.62	3.85	20140820t062250_102500z
1226	40409	0.057546296	40409	0.057546296	0.013	-05:00	1965.7	2613.61	5789.98	-2.38	2.88	20140820t062252_775500z
1227	40409	0.057789352	40409	0.057789352	0.005	-05:00	1187.86	2561.9	5551	-2.78	1.75	20140820t062313_602750z
1228	40409	0.058078704	40409	0.058078704	0.212	-05:00	1627.7	2720.06	5718.49	-2.84	1.03	20140820t062338_039000z
1229	40409	0.058148148	40409	0.058148148	0.44	-05:00	1607.7	2737.45	5742.73	-2.88	3.13	20140820t062344_223500z
1230	40409	0.058171296	40409	0.058171296	0.401	-05:00	856.92	2617.9	5654.08	-2.66	1.68	20140820t062346_226750z
1231	40409	0.058263889	40409	0.058263889	0.755	-05:00	1767.64	2759.17	5750.49	-2.95	3.26	20140820t062354_551250z
1232	40409	0.058298611	40409	0.058298611	0.206	-05:00	1527.86	2695.38	5639.63	-2.94	2.07	20140820t062357_998750z
1233	40409	0.058530093	40409	0.058530093	0.906	-05:00	1507.87	2574.78	5724.39	-3.06	1.51	20140820t062417_694250z
1234	40409	0.058587963	40409	0.058587963	0.505	-05:00	1527.8	2532.87	5732.96	-2.95	3.17	20140820t062422_273750z
1235	40409	0.058657407	40409	0.058657407	0.617	-05:00	959.57	2521.84	5757.48	-2.76	3.28	20140820t062428_451000z
1236	40409	0.05869213	40409	0.05869213	0.044	-05:00	1200.67	2688.14	5526.75	-2.94	2.59	20140820t062431_872250z
1237	40409	0.058726852	40409	0.058726852	0.041	-05:00	1205.23	2565.14	5432.22	-3.03	2.24	20140820t062434_858250z
1238	40409	0.058819444	40409	0.058819444	0.682	-05:00	977.4	2442.25	5778.97	-2.6	2.34	20140820t062442_499500z
1239	40409	0.059212963	40409	0.059212963	0.239	-05:00	1907.25	2605.89	5787.42	-2.19	3.4	20140820t062516_031000z
1240	40409	0.060150463	40409	0.060150463	0.939	-05:00	1848.06	2717.39	5801.71	-2.68	3.57	20140820t062637_736000z
1241	40409	0.060555556	40409	0.060555556	0.248	-05:00	2025.37	2659.65	5776.97	-2.2	2.99	20140820t062712_252000z
1242	40409	0.060613426	40409	0.060613426	0.633	-05:00	1767.67	2721.73	5699.03	-2.75	2.99	20140820t062717_439500z
1243	40409	0.060787037	40409	0.060787037	0.295	-05:00	1032.2	2052.79	5747.42	-2.65	2.1	20140820t062732_116750z
1244	40409	0.060821759	40409	0.060821759	0.662	-05:00	2181.18	2720.19	5768.65	-2.05	3.33	20140820t062735_460250z
1245	40409	0.060902778	40409	0.060902778	0.643	-05:00	1941.96	2614.01	5749.18	-2.47	2.09	20140820t062742_421000z
1246	40409	0.061851852	40409	0.061851852	0.043	-05:00	1603.2	2700.27	5744.16	-2.56	3.31	20140820t062904_829750z
1247	40409	0.062083333	40409	0.062083333	0.015	-05:00	1537.33	2443.61	5744.54	-2.53	2.38	20140820t062924_781000z
1248	40409	0.062291667	40409	0.062291667	0.053	-05:00	1023.51	2559.52	5787.8	-2.63	2.14	20140820t062942_859000z
1249	40409	0.062523148	40409	0.062523148	0.572	-05:00	1031.5	2468.11	5767.12	-2.59	2.46	20140820t063002_380000z
1250	40409	0.06306713	40409	0.06306713	0.443	-05:00	2017.61	2519.16	5784.99	-2.02	2.87	20140820t063049_219750z
1251	40409	0.063287037	40409	0.063287037	0.83	-05:00	1065.49	2046.73	5775.48	-2.62	1.45	20140820t063108_629500z
1252	40409	0.06400463	40409	0.06400463	0.256	-05:00	922.36	2361.91	5618.39	-2.7	1.69	20140820t063210_064000z
1253	40409	0.064189815	40409	0.064189815	0.137	-05:00	1862.35	2607.7	5734.05	-2.49	2	20140820t063226_926750z
1254	40409	0.064351852	40409	0.064351852	0.34	-05:00	1547.85	2575.4	5804.92	-2.89	3.36	20140820t063240_112750z
1255	40409	0.064722222	40409	0.064722222	0.297	-05:00	1784.65	2633.45	5795.65	-2.92	3.28	20140820t063312_112750z
1256	40409	0.064837963	40409	0.064837963	0.551	-05:00	1833.75	2582.11	5792.69	-2.97	2.03	20140820t063322_367250z
1257	40409	0.065011574	40409	0.065011574	0.235	-05:00	2191.16	2676.39	5782.89	-1.52	2.67	20140820t063337_030750z
1258	40409	0.065127315	40409	0.065127315	0.226	-05:00	2038.08	2623.15	5756.09	-2.33	3	20140820t063347_217500z
1259	40409	0.065173611	40409	0.065173611	0.114	-05:00	1977.24	2859.8	5794.98	-1.74	3.91	20140820t063351_926250z
1260	40409	0.065381944	40409	0.065381944	0.821	-05:00	1971.64	2571.58	5798.12	-2.15	2.74	20140820t063409_602500z
1261	40409	0.065393519	40409	0.065393519	0.48	-05:00	1894.95	2594.81	5776.69	-2.55	2.26	20140820t063410_297250z
1262	40409	0.065416667	40409	0.065416667	0.079	-05:00	2003.54	2596.54	5798.94	-2.11	3.03	20140820t063412_862500z
1263	40409	0.065509259	40409	0.065509259	0.265	-05:00	2107.08	2694.85	5772.14	-2.4	2.56	20140820t063420_074250z
1264	40409	0.065636574	40409	0.065636574	0.089	-05:00	2251.53	2679.39	5525.95	-1.78	3.52	20140820t063431_892500z
1265	40409	0.065798611	40409	0.065798611	0.877	-05:00	1231.93	2675.09	5654.07	-2.81	1.19	20140820t063445_676750z
1266	40409	0.065925926	40409	0.065925926	0.962	-05:00	2023.47	2674.45	5769.42	-2.26	2.91	20140820t063456_756000z
1267	40409	0.066030093	40409	0.066030093	0.577	-05:00	1688.5	2321.94	5650.14	-2.97	1.67	20140820t063505_340750z
1268	40409	0.066076389	40409	0.066076389	0.894	-05:00	1402.3	2606.13	5776.08	-2.7	1.5	20140820t063509_679000z
1269	40409	0.066099537	40409	0.066099537	0.988	-05:00	1839.67	2417.28	5628.09	-2.88	2.79	20140820t063511_765750z
1270	40409	0.06619213	40409	0.06619213	0.578	-05:00	1976.69	2556.8	5782.63	-2.66	2.41	20140820t063519_364000z
1271	40409	0.066319444	40409	0.066319444	0.444	-05:00	1992.29	2663.15	5772.67	-2.47	2.19	20140820t063530_243000z
1272	40409	0.066550926	40409	0.066550926	0.845	-05:00	1208.18	2538.28	5479.22	-3.06	2.66	20140820t063550_668750z
1273	40409	0.06662037	40409	0.06662037	0.085	-05:00	1647.36	2465.64	5784.92	-2.73	2.28	20140820t063556_855500z
1274	40409	0.066898148	40409	0.066898148	0.632	-05:00	1889.73	2784.22	5781.91	-2.1	3.93	20140820t063620_416500z
1275	40409	0.066956019	40409	0.066956019	0.437	-05:00	2112.69	2638.37	5788.23	-1.88	2.89	20140820t063625_233500z
1276	40409	0.067256944	40409	0.067256944	0.396	-05:00	1429.39	2583.26	5866.14	-2.98	2.14	20140820t063651_193750z
1277	40409	0.067268519	40409	0.067268519	0.052	-05:00	1343.89	2664.76	5662.67	-2.95	1.09	20140820t063652_844750z
1278	40409	0.067303241	40409	0.067303241	0.153	-05:00	973.7	2481.78	5778.86	-2.52	2.32	20140820t063655_975000z
1279	40409	0.067303241	40409	0.067303241	0.841	-05:00	933.7	2441.91	5766.37	-2.62	2.56	20140820t063655_652500z
1280	40409	0.067361111	40409	0.067361111	0.922	-05:00	1074.18	2745.75	5759.71	-2.5	2.96	20140820t063700_737250z
1281	40409	0.06755787	40409	0.06755787	0.881	-05:00	1989.69	2686.23	5764.72	-2.49	2.45	20140820t063717_682250z
1282	40409	0.067696759	40409	0.067696759	0.276	-05:00	1167.74	2601.83	5669.74	-2.91	2.37	20140820t063729_091000z
1283	40409	0.067824074	40409	0.067824074	0.017	-05:00	1607.7	2757.75	5679.72	-2.86	1.68	20140820t063740_829750z
1284	40409	0.067997685	40409	0.067997685	0.503	-05:00	1933.1	2707.3	5780.55	-2.97	3.36	20140820t063755_317750z
1285	40409	0.068148148	40409	0.068148148	0.872	-05:00	1003.69	2448.77	5749.06	-2.69	2.47	20140820t063808_683500z
1286	40409	0.068171296	40409	0.068171296	0.855	-05:00	88.33	2061.84	5623.4	-2.46	2.28	20140820t063810_754500z
1287	40409	0.068333333	40409	0.068333333	0.55	-05:00	1427.63	2554.46	5806.23	-3	1.91	20140820t063824_340250z
1288	40409	0.068368056	40409	0.068368056	0.648	-05:00	1372.9	2545.99	5755.78	-3	2.42	20140820t063827_457000z
1289	40409	0.068460648	40409	0.068460648	0.238	-05:00	1826.49	2675.1	5776.21	-2.91	3.49	20140820t063835_021250z
1290	40409	0.068761574	40409	0.068761574	0.517	-05:00	1347.82	2601.08	5742.7	-2.83	2.48	20140820t063901_339000z
1291	40409	0.068900463	40409	0.068900463	0.559	-05:00	792.72	2401.8	5571.31	-2.47	3.31	20140820t063913_371000z
1292	40409	0.0690625	40409	0.0690625	0.927	-05:00	612.94	2474.48	5513.48	-2.57	3.32	20140820t063927_753750z
1293	40409	0.069155093	40409	0.069155093	0.536	-05:00	1284.76	2687.72	5607.25	-2.89	3.28	20140820t063935_358250z
1294	40409	0.069259259	40409	0.069259259	0.699	-05:00	2118.36	2682.73	5714.08	-2.48	2.52	20140820t063944_499750z
1295	40409	0.069293981	40409	0.069293981	0.564	-05:00	1297.69	2432	5809.71	-3.07	2.29	20140820t063947_352000z
1296	40409	0.069490741	40409	0.069490741	0.377	-05:00	1747.86	2701.65	5767.23	-2.83	3.36	20140820t064004_165750z
1297	40409	0.069618056	40409	0.069618056	0.957	-05:00	1461.03	2541.21	5795.64	-3.1	3.09	20140820t064015_745750z
1298	40409	0.069722222	40409	0.069722222	0.814	-05:00	1280.18	2572.71	5669.43	-2.9	1.97	20140820t064024_598750z
1299	40409	0.069780093	40409	0.069780093	0.822	-05:00	1507.68	2538.94	5763.83	-2.94	3.74	20140820t064029_614000z
1300	40409	0.069791667	40409	0.069791667	0.171	-05:00	766.57	2421.83	5541.27	-2.81	1.77	20140820t064030_005750z
1301	40409	0.069814815	40409	0.069814815	0.696	-05:00	1068.54	2499.7	5831.87	-3.02	0.65	20140820t064032_525000z
1302	40409	0.069988426	40409	0.069988426	0.89	-05:00	1787.84	2701.91	5785.76	-3.03	1.87	20140820t064047_711250z
1303	40409	0.07005787	40409	0.07005787	0.671	-05:00	1040.63	2481.92	5652.15	-2.86	2.18	20140820t064053_476250z
1304	40409	0.070069444	40409	0.070069444	0.774	-05:00	1644.21	2667.17	5769.8	-3.05	3.46	20140820t064054_556500z
1305	40409	0.070162037	40409	0.070162037	0.583	-05:00	1126.47	2183.12	5803.97	-2.99	1.54	20140820t064102_372000z
1306	40409	0.070277778	40409	0.070277778	0.982	-05:00	1883.51	2621.63	5794.35	-2.46	2.8	20140820t064112_759250z
1307	40409	0.070486111	40409	0.070486111	0.59	-05:00	1907.86	2699.33	5752.46	-2.84	3.47	20140820t064130_604250z
1308	40409	0.070706019	40409	0.070706019	0.223	-05:00	1767.66	2681.73	5801.73	-2.72	3.4	20140820t064149_006000z
1309	40409	0.070868056	40409	0.070868056	0.543	-05:00	1844.46	2583.27	5785.35	-2.64	2.54	20140820t064203_319500z
1310	40409	0.07087963	40409	0.07087963	0.856	-05:00	1447.74	2471.97	5807.6	-3	2.08	20140820t064204_638250z
1311	40409	0.071064815	40409	0.071064815	0.541	-05:00	1844.28	2608.71	5784.45	-2.51	3.21	20140820t064220_316750z
1312	40409	0.071111111	40409	0.071111111	0.912	-05:00	1807.68	2661.74	5779.6	-2.91	2.85	20140820t064224_710750z
1313	40409	0.071145833	40409	0.071145833	0.205	-05:00	1567.91	2531.49	5820.6	-3.14	1.18	20140820t064227_003500z
1314	40409	0.071168981	40409	0.071168981	0.991	-05:00	1240.12	2632.81	5762.75	-2.84	1.48	20140820t064229_799250z
1315	40409	0.071180556	40409	0.071180556	0.028	-05:00	1181.03	2359.65	5901.93	-2.95	1.07	20140820t064230_848750z
1316	40409	0.07119213	40409	0.07119213	0.571	-05:00	1444.75	2541.28	5756.42	-2.92	3.22	20140820t064231_338500z
1317	40409	0.071261574	40409	0.071261574	0.597	-05:00	1487.9	2584.71	5710.65	-2.84	3.5	20140820t064237_405250z
1318	40409	0.071319444	40409	0.071319444	0.569	-05:00	925.96	1947.76	5728.51	-2.71	2.93	20140820t064242_366500z
1319	40409	0.071319444	40409	0.071319444	0.915	-05:00	1954.67	2621.23	5782.22	-2.24	3.28	20140820t064242_832750z
1320	40409	0.071365741	40409	0.071365741	0.808	-05:00	584.5	2321.81	5551	-2.74	2.16	20140820t064246_649250z
1321	40409	0.071377315	40409	0.071377315	0.809	-05:00	1720.74	2687.72	5788.76	-2.4	3.93	20140820t064247_582000z
1322	40409	0.071412037	40409	0.071412037	0.352	-05:00	1350.46	2455.76	5875.91	-3.02	2.16	20140820t064250_152500z
1323	40409	0.071597222	40409	0.071597222	0.542	-05:00	1862.45	2618.6	5785.96	-2.48	3.01	20140820t064306_337500z
1324	40409	0.071631944	40409	0.071631944	0.128	-05:00	1895.8	2627.05	5745.61	-2.42	2.8	20140820t064309_906000z
1325	40409	0.071678241	40409	0.071678241	0.424	-05:00	1687.75	2669.53	5768.92	-3.18	1.47	20140820t064313_213750z
1326	40409	0.071863426	40409	0.071863426	0.92	-05:00	1242.29	2570.75	5713	-3.04	1.32	20140820t064329_736750z
1327	40409	0.071921296	40409	0.071921296	0.819	-05:00	1927.9	2401.96	5540.62	-2.97	3.23	20140820t064334_618500z
1328	40409	0.07193287	40409	0.07193287	0.58	-05:00	1527.85	2548.39	5784.79	-3.09	3.16	20140820t064335_387250z
1329	40409	0.071967593	40409	0.071967593	0.751	-05:00	1993.76	2840.39	5791.59	-2.6	3.26	20140820t064338_549500z
1330	40409	0.071979167	40409	0.071979167	0.239	-05:00	1667.63	2672.68	5757.79	-2.53	4.02	20140820t064339_016250z
1331	40409	0.072025463	40409	0.072025463	0.499	-05:00	1467.79	2534.48	5792.71	-3.1	1.76	20140820t064343_309750z
1332	40409	0.072037037	40409	0.072037037	0.219	-05:00	2042.59	2571.33	5752.25	-2.45	2.9	20140820t064344_023750z
1333	40409	0.072037037	40409	0.072037037	0.712	-05:00	1327.89	2487.39	5815.85	-2.94	2.44	20140820t064344_500750z
1334	40409	0.072083333	40409	0.072083333	0.322	-05:00	1687.79	2697.03	5761.25	-3.06	3.43	20140820t064348_113250z
1335	40409	0.072199074	40409	0.072199074	0.975	-05:00	1727.68	2712.16	5792.71	-2.93	2.86	20140820t064358_789750z
1336	40409	0.072418981	40409	0.072418981	0.934	-05:00	1866.75	2780.09	5793.9	-2.16	4.01	20140820t064417_715500z
1337	40409	0.072476852	40409	0.072476852	0.026	-05:00	1278.13	2449.79	5456.65	-2.83	1.26	20140820t064422_842250z
1338	40409	0.072604167	40409	0.072604167	0.405	-05:00	2178.34	2696.67	5791.34	-1.78	3.17	20140820t064433_227500z
1339	40409	0.072650463	40409	0.072650463	0.645	-05:00	1725.19	2650.73	5758.67	-2.52	4.07	20140820t064437_456250z
1340	40409	0.072696759	40409	0.072696759	0.379	-05:00	1477.76	2558.95	5699.78	-3	2.97	20140820t064441_156250z
1341	40409	0.072743056	40409	0.072743056	0.156	-05:00	1467.8	2612.01	5712.46	-2.81	3.58	20140820t064445_935000z
1342	40409	0.072777778	40409	0.072777778	0.126	-05:00	697.14	2401.8	5663.23	-2.72	2.28	20140820t064448_959250z
1343	40409	0.07306713	40409	0.07306713	0.588	-05:00	1943.7	2805.63	5786.91	-1.94	3.91	20140820t064513_380250z
1344	40409	0.073090278	40409	0.073090278	0.723	-05:00	1843.34	2653.16	5808.7	-2.99	2.77	20140820t064515_542750z
1345	40409	0.073148148	40409	0.073148148	0.658	-05:00	837.11	2461.86	5765.9	-2.69	2.58	20140820t064520_454500z
1346	40409	0.073206019	40409	0.073206019	0.832	-05:00	879.15	2341.79	5786.98	-2.73	2.1	20140820t064525_665750z
1347	40409	0.073368056	40409	0.073368056	0.358	-05:00	1887.66	2701.72	5760.09	-2.86	2.48	20140820t064539_114250z
1348	40409	0.073368056	40409	0.073368056	0.362	-05:00	1919.7	2672.22	5770.07	-2.81	2.49	20140820t064539_341000z
1349	40409	0.073414352	40409	0.073414352	0.515	-05:00	1747.65	2718.01	5800.6	-3.05	2.61	20140820t064543_340000z
1350	40409	0.073611111	40409	0.073611111	0.611	-05:00	685.86	2405.01	5539.48	-2.76	3.26	20140820t064600_438250z
1351	40409	0.073645833	40409	0.073645833	0.146	-05:00	1807.64	2701.7	5777.53	-2.96	3.04	20140820t064603_946250z
1352	40409	0.073773148	40409	0.073773148	0.101	-05:00	1667.76	2650.56	5785.06	-2.68	3.89	20140820t064614_877500z
1353	40409	0.074050926	40409	0.074050926	0.355	-05:00	2037.92	2657.9	5766.65	-2.27	3.05	20140820t064638_350250z
1354	40409	0.074444444	40409	0.074444444	0.092	-05:00	1086.58	2528.02	5746.93	-2.61	1.73	20140820t064712_904250z
1355	40409	0.07462963	40409	0.07462963	0.278	-05:00	1767.67	2721.73	5788.24	-2.59	3.52	20140820t064728_062250z
1356	40409	0.074837963	40409	0.074837963	0.179	-05:00	1341.84	2508.23	5793.47	-3.11	1.66	20140820t064746_976000z
1357	40409	0.075	40409	0.075	0.697	-05:00	1838.01	2649.87	5811.38	-2.47	3.69	20140820t064800_479750z
1358	40409	0.07505787	40409	0.07505787	0.543	-05:00	1696.89	2585.95	5811.23	-2.96	2.99	20140820t064805_325750z
1359	40409	0.075115741	40409	0.075115741	0.01	-05:00	1807.85	2680.47	5782.72	-2.96	3.28	20140820t064810_820500z
1360	40409	0.075671296	40409	0.075671296	0.371	-05:00	1700.79	2667.36	5783.97	-2.56	4.02	20140820t064858_147500z
1361	40409	0.07568287	40409	0.07568287	0.93	-05:00	1527.78	2547.19	5791.89	-2.41	4.11	20140820t064859_696500z
1362	40409	0.075775463	40409	0.075775463	0.43	-05:00	1507.65	2538.32	5797.88	-3.09	2.97	20140820t064907_232000z
1363	40409	0.0759375	40409	0.0759375	0.876	-05:00	2033.29	2704.06	5790.28	-2.47	2.16	20140820t064921_676250z
1364	40409	0.076134259	40409	0.076134259	0.265	-05:00	1948.13	2621.72	5796.14	-2.23	3.19	20140820t064938_054250z
1365	40409	0.076145833	40409	0.076145833	0.941	-05:00	1820.22	2749.62	5781.72	-2.9	3.4	20140820t064939_753500z
1366	40409	0.076203704	40409	0.076203704	0.115	-05:00	1820.14	2670.51	5808.29	-1.45	3.67	20140820t064944_894500z
1367	40409	0.076412037	40409	0.076412037	0.997	-05:00	1467.8	2570.87	5747.32	-3.16	3.1	20140820t065002_807750z
1368	40409	0.076423611	40409	0.076423611	0.51	-05:00	948.42	2449.62	5763.6	-2.77	3.08	20140820t065003_330000z
1369	40409	0.076435185	40409	0.076435185	0.213	-05:00	1487.7	2594.44	5784.58	-3.09	3.21	20140820t065004_986500z
1370	40409	0.076458333	40409	0.076458333	0.644	-05:00	2027.62	2667.32	5745.4	-2.52	2.17	20140820t065006_439750z
1371	40409	0.076516204	40409	0.076516204	0.878	-05:00	1507.83	2546.56	5787.33	-2.39	3.81	20140820t065011_644750z
1372	40409	0.076539352	40409	0.076539352	0.959	-05:00	1799.09	2489.71	5794.55	-2.41	3.41	20140820t065013_745250z
1373	40409	0.076643519	40409	0.076643519	0.914	-05:00	1826.62	2495.19	5783.14	-2.35	3.18	20140820t065022_690500z
1374	40409	0.076678241	40409	0.076678241	0.672	-05:00	2019.98	2668.48	5799.74	-2.12	3.1	20140820t065025_457250z
1375	40409	0.077106481	40409	0.077106481	0.278	-05:00	1549.27	2560.99	5808.49	-2.05	3.53	20140820t065102_048750z
1376	40409	0.077465278	40409	0.077465278	0.055	-05:00	1767.66	2655.72	5804.11	-2.92	2.98	20140820t065133_837500z
1377	40409	0.077766204	40409	0.077766204	0.29	-05:00	1026.88	2398.08	5808.96	-2.92	1.73	20140820t065159_115000z
1378	40409	0.077789352	40409	0.077789352	0.133	-05:00	1454.01	2561.95	5811.45	-2.73	3.12	20140820t065201_920000z
1379	40409	0.077974537	40409	0.077974537	0.538	-05:00	1962.37	2650.61	5783.97	-2.25	3.42	20140820t065217_324000z
1380	40409	0.078368056	40409	0.078368056	0.132	-05:00	1753.54	2492.49	5777.78	-2.56	2.99	20140820t065251_898000z
1381	40409	0.078842593	40409	0.078842593	0.52	-05:00	2074.32	2649.29	5779.06	-2.29	2.71	20140820t065332_320000z
1382	40409	0.079016204	40409	0.079016204	0.416	-05:00	1340.48	2556.88	5785.6	-2.87	2.47	20140820t065347_230500z
1383	40409	0.07931713	40409	0.07931713	0.195	-05:00	1101.24	2485.37	5490.9	-2.75	2.17	20140820t065413_020500z
1384	40409	0.07943287	40409	0.07943287	0.962	-05:00	924.54	1947.72	5736.88	-2.85	2.06	20140820t065423_789000z
1385	40409	0.079641204	40409	0.079641204	0.418	-05:00	1707.77	2657.82	5763.58	-2.78	4.11	20140820t065441_219500z
1386	40409	0.079652778	40409	0.079652778	0.283	-05:00	1747.81	2676.58	5762.12	-2.3	4.06	20140820t065442_058750z
1387	40409	0.079699074	40409	0.079699074	0.022	-05:00	1795.43	2705.71	5787.96	-2.75	3.71	20140820t065446_800000z
1388	40409	0.079907407	40409	0.079907407	0.613	-05:00	1747.73	2671.96	5771.34	-2.46	3.58	20140820t065504_496500z
1389	40409	0.080150463	40409	0.080150463	0.994	-05:00	1190.27	2579.5	5593.84	-2.91	1.83	20140820t065525_788250z
1390	40409	0.080578704	40409	0.080578704	0.247	-05:00	1767.92	2635.69	5740.17	-2.94	3.52	20140820t065602_889500z
1391	40409	0.080868056	40409	0.080868056	0.223	-05:00	2047.73	2670.56	5745.37	-2.49	2.63	20140820t065627_016000z
1392	40409	0.0809375	40409	0.0809375	0.117	-05:00	2028.09	2639.17	5785.24	-2.51	2.07	20140820t065633_906500z
1393	40409	0.080949074	40409	0.080949074	0.109	-05:00	1255.02	2471.97	5784.1	-3.11	2.7	20140820t065634_906250z
1394	40409	0.081122685	40409	0.081122685	0.168	-05:00	1367.79	2512.62	5782.88	-3.1	1.87	20140820t065649_956750z
1395	40409	0.081145833	40409	0.081145833	0.828	-05:00	875.48	2461.89	5533.74	-2.63	2.29	20140820t065651_651500z
1396	40409	0.081284722	40409	0.081284722	0.51	-05:00	1647.83	2773.49	5561.11	-2.87	1.26	20140820t065703_313250z
1397	40409	0.081319444	40409	0.081319444	0.4	-05:00	1147.87	2546.09	5604.12	-2.95	2.99	20140820t065706_199250z
1398	40409	0.081412037	40409	0.081412037	0.92	-05:00	869.74	2463.32	5494.74	-2.91	2.24	20140820t065714_757750z
1399	40409	0.081550926	40409	0.081550926	0.345	-05:00	1627.72	2455.42	5861.5	-3.21	2.17	20140820t065726_158250z
1400	40409	0.081724537	40409	0.081724537	0.026	-05:00	1247.83	2541.88	5585.54	-2.69	3.08	20140820t065741_822250z
1401	40409	0.081724537	40409	0.081724537	0.699	-05:00	1289.02	2701.44	5624.44	-2.97	2.88	20140820t065741_510750z
1402	40409	0.081747685	40409	0.081747685	0.616	-05:00	1827.78	2735.35	5766.59	-2.34	4.16	20140820t065743_426250z
1403	40409	0.081828704	40409	0.081828704	0.192	-05:00	1209.43	2605.45	5583.46	-2.93	1.8	20140820t065750_014250z
1404	40409	0.081898148	40409	0.081898148	0.466	-05:00	1664.14	2681.62	5737.06	-2.99	3.08	20140820t065756_263750z
1405	40409	0.081944444	40409	0.081944444	0.783	-05:00	1747.64	2680.28	5759.8	-1.97	4.09	20140820t065800_570000z
1406	40409	0.081979167	40409	0.081979167	0.726	-05:00	1467.82	2709.15	5612.81	-2.92	2.03	20140820t065803_526250z
1407	40409	0.082002315	40409	0.082002315	0.528	-05:00	1687.85	2678.27	5760.27	-3.06	3	20140820t065805_312750z
1408	40409	0.082037037	40409	0.082037037	0.188	-05:00	1707.68	2681.55	5742.33	-2.77	3.52	20140820t065808_977500z
1409	40409	0.0821875	40409	0.0821875	0.874	-05:00	437.37	2501.83	5555.94	-2.6	2.49	20140820t065821_732250z
1410	40409	0.082569444	40409	0.082569444	0.965	-05:00	1627.73	2715.44	5775.7	-1.92	4.02	20140820t065854_754250z
1411	40409	0.082685185	40409	0.082685185	0.215	-05:00	1567.68	2645.72	5724.71	-3	3.22	20140820t065904_012000z
1412	40409	0.083020833	40409	0.083020833	0.103	-05:00	533.96	2441.88	5563.22	-2.27	3.82	20140820t065933_915250z
1413	40409	0.083032407	40409	0.083032407	0.545	-05:00	1847.7	2741.76	5761.38	-2.42	4.1	20140820t065934_337000z
1414	40409	0.083055556	40409	0.083055556	0.431	-05:00	1339.64	2512.77	5750.59	-2.98	3.06	20140820t065936_224500z
1415	40409	0.083136574	40409	0.083136574	0.348	-05:00	2060.03	2684.11	5767.61	-2.49	2.49	20140820t065943_138250z
1416	40409	0.083229167	40409	0.083229167	0.963	-05:00	1327.74	2503.66	5802.55	-3.06	2.36	20140820t065951_759250z
1417	40409	0.083344907	40409	0.083344907	0.089	-05:00	1818.72	2539.48	5745.33	-2.91	2.66	20140820t070001_877500z
1418	40409	0.083460648	40409	0.083460648	0.415	-05:00	1240.53	2638.01	5538.57	-2.82	2.56	20140820t070011_210500z
1419	40409	0.083611111	40409	0.083611111	0.195	-05:00	2179.97	2742.84	5742.97	-2.44	2.54	20140820t070024_994250z
1420	40409	0.083680556	40409	0.083680556	0.968	-05:00	1845.09	2734.43	5790.84	-3.1	2.81	20140820t070030_782000z
1421	40409	0.08380787	40409	0.08380787	0.286	-05:00	1341.77	2481.89	5823.41	-2.84	1.32	20140820t070041_061250z
1422	40409	0.083900463	40409	0.083900463	0.129	-05:00	1527.67	2588.77	5739.89	-2.07	3.79	20140820t070049_900250z
1423	40409	0.084039352	40409	0.084039352	0.426	-05:00	1487.83	2584.17	5753.98	-3.11	3.18	20140820t070101_233750z
1424	40409	0.084178241	40409	0.084178241	0.562	-05:00	2050.07	2684.1	5781.79	-2.18	3.26	20140820t070113_358750z
1425	40409	0.084212963	40409	0.084212963	0.549	-05:00	1291.17	2529.51	5742.99	-2.96	1.86	20140820t070116_372000z
1426	40409	0.084386574	40409	0.084386574	0.729	-05:00	1663.18	2647.62	5765.96	-2.63	4	20140820t070131_508250z
1427	40409	0.084571759	40409	0.084571759	0.986	-05:00	1934.47	2629.37	5786.42	-2.49	2.31	20140820t070147_977750z
1428	40409	0.085046296	40409	0.085046296	0.443	-05:00	2292.28	2776.77	5713.25	-2.3	3.17	20140820t070228_243500z
1429	40409	0.08505787	40409	0.08505787	0.718	-05:00	1573.14	2460.61	5757.35	-2.51	2.49	20140820t070229_516750z
1430	40409	0.085243056	40409	0.085243056	0.979	-05:00	2059.85	2916.56	5730.1	-1.95	4.22	20140820t070245_792500z
1431	40409	0.085335648	40409	0.085335648	0.281	-05:00	1994.88	2675.22	5770.99	-2.41	2.68	20140820t070253_049250z
1432	40409	0.085358796	40409	0.085358796	0.496	-05:00	1447.87	2589.66	5698.64	-2.83	3.15	20140820t070255_273750z
1433	40409	0.085601852	40409	0.085601852	0.568	-05:00	1752.55	2373.78	5475.92	-2.81	2.25	20140820t070316_352000z
1434	40409	0.085717593	40409	0.085717593	0.262	-05:00	993.62	2526.17	5630.43	-2.34	3.17	20140820t070326_077750z
1435	40409	0.086030093	40409	0.086030093	0.085	-05:00	1916.89	2801.8	5794.85	-2.14	3.86	20140820t070353_873500z
