Event Number	Acquisition Date (Local)	Acquisition Time (Local)	Origin Date (Local)	Origin Time (Local)	Origin Time (partial seconds)	Time Zone Offset	Easting ft (Relative Local Tangent Plane True North)	Northing ft (Relative Local Tangent Plane True North)	Depth ft (TVD)	Magnitude	Confidence	Event File
544	40408	0.066296296	40408	0.066296296	0.115	-05:00	1081.94	3426.43	5788.11	-1.97	1.51	20140819t063528_998750z
545	40408	0.066331019	40408	0.066331019	0.82	-05:00	867.75	3681.82	5791	-1.97	1.48	20140819t063531_672000z
546	40408	0.066585648	40408	0.066585648	0.197	-05:00	989.27	3566.22	5791	-2.24	2.3	20140819t063553_038000z
547	40408	0.066608796	40408	0.066608796	0.022	-05:00	847.85	3381.91	5833.57	-1.87	1.27	20140819t063555_888250z
548	40408	0.06681713	40408	0.06681713	0.892	-05:00	1247.79	3701.86	5716.38	-1.9	1.8	20140819t063613_735750z
549	40408	0.066863426	40408	0.066863426	0.51	-05:00	1160.54	4141.92	5751	-2.08	1.4	20140819t063617_373250z
550	40408	0.066886574	40408	0.066886574	0.951	-05:00	947.54	3501.42	5793.83	-2.08	1.53	20140819t063619_812750z
551	40408	0.06724537	40408	0.06724537	0.229	-05:00	1056.16	3711.49	5812.89	-2.01	1.61	20140819t063650_089750z
552	40408	0.0675	40408	0.0675	0.743	-05:00	1058.98	3587.33	5776.94	-2.17	1.78	20140819t063712_612750z
553	40408	0.067511574	40408	0.067511574	0.193	-05:00	950	3480.17	5767.93	-2.14	2.02	20140819t063713_060000z
554	40408	0.067939815	40408	0.067939815	0.756	-05:00	1100.5	3822.91	5828.82	-1.83	1.38	20140819t063750_607000z
555	40408	0.067951389	40408	0.067951389	0.721	-05:00	1227.79	3919.01	5771	-2.03	1.56	20140819t063751_562500z
556	40408	0.067974537	40408	0.067974537	0.488	-05:00	1336.07	4532.6	5768.04	-1.75	2.15	20140819t063753_318500z
557	40408	0.067974537	40408	0.067974537	0.802	-05:00	1079.11	3635.67	5795.09	-1.96	1.31	20140819t063753_668500z
558	40408	0.068356481	40408	0.068356481	0.339	-05:00	1107.85	3541.94	5771	-2.02	2.04	20140819t063826_202000z
559	40408	0.068391204	40408	0.068391204	0.986	-05:00	1007.73	3621.78	5771	-2.1	1.68	20140819t063829_855750z
560	40408	0.068402778	40408	0.068402778	0.218	-05:00	797.38	3532.82	5791	-1.87	1.76	20140819t063830_072500z
561	40408	0.068425926	40408	0.068425926	0.923	-05:00	984.47	3525.82	5790.95	-1.85	1.96	20140819t063832_789000z
562	40408	0.0684375	40408	0.0684375	0.616	-05:00	1042.29	3934.16	5805.79	-1.99	1.92	20140819t063833_468500z
563	40408	0.068460648	40408	0.068460648	0.422	-05:00	1186	3803.75	5808.02	-1.87	1.35	20140819t063835_261000z
564	40408	0.068483796	40408	0.068483796	0.436	-05:00	1214.95	3761.23	5787.32	-1.83	1.72	20140819t063837_294000z
565	40408	0.068506944	40408	0.068506944	0.797	-05:00	1182.65	4468.92	5793.84	-1.69	1.94	20140819t063839_634500z
566	40408	0.068518519	40408	0.068518519	0.9	-05:00	1287.72	3741.74	5775.9	-1.86	2.33	20140819t063840_735500z
567	40408	0.068564815	40408	0.068564815	0.144	-05:00	1466.2	4542.04	5768.35	-1.93	1.68	20140819t063844_022500z
568	40408	0.068599537	40408	0.068599537	0.381	-05:00	609.89	3820.35	5809.68	-1.91	1.48	20140819t063847_201250z
569	40408	0.068726852	40408	0.068726852	0.115	-05:00	867.75	3581.82	5789.48	-2.12	2.1	20140819t063858_956500z
570	40408	0.068738426	40408	0.068738426	0.888	-05:00	1225.68	4028.98	5846.01	-1.95	1.42	20140819t063859_728250z
571	40408	0.068773148	40408	0.068773148	0.53	-05:00	1167.73	3801.75	5744.82	-1.94	1.34	20140819t063902_365000z
572	40408	0.06880787	40408	0.06880787	0.786	-05:00	1167.83	3621.91	5771	-1.77	1.68	20140819t063905_621750z
573	40408	0.068831019	40408	0.068831019	0.877	-05:00	1083.08	3822.67	5808.52	-1.88	2.07	20140819t063907_711000z
574	40408	0.068854167	40408	0.068854167	0.437	-05:00	1367.46	4421.08	5786.96	-1.68	1.79	20140819t063909_256000z
575	40408	0.068877315	40408	0.068877315	0.54	-05:00	805.3	3767.45	5791	-2.27	1.23	20140819t063911_394750z
576	40408	0.068912037	40408	0.068912037	0.186	-05:00	1087.79	3741.88	5771	-1.86	1.66	20140819t063914_035750z
577	40408	0.069085648	40408	0.069085648	0.933	-05:00	1315.18	3821.78	5730.65	-1.88	1.45	20140819t063929_807500z
578	40408	0.069097222	40408	0.069097222	0.904	-05:00	1354.98	4181.85	5792.43	-1.87	2.25	20140819t063930_773000z
579	40408	0.069189815	40408	0.069189815	0.032	-05:00	986.75	3504.15	5767.46	-1.85	2.49	20140819t063938_897500z
580	40408	0.069282407	40408	0.069282407	0.765	-05:00	862.09	3633	5857.7	-2.1	1.33	20140819t063946_626750z
581	40408	0.069305556	40408	0.069305556	0.097	-05:00	1008.95	3660.7	5779.54	-1.78	2.74	20140819t063948_939500z
582	40408	0.069398148	40408	0.069398148	0.1	-05:00	1047.71	3501.77	5731	-2.13	2.18	20140819t063956_934500z
583	40408	0.069895833	40408	0.069895833	0.698	-05:00	699.04	3570.12	5809.01	-2.05	1.36	20140819t064039_540750z
584	40408	0.069907407	40408	0.069907407	0.574	-05:00	1325.52	4443.13	5766.5	-1.78	1.5	20140819t064040_420000z
585	40408	0.070150463	40408	0.070150463	0.743	-05:00	1348.06	4242.83	5713.64	-2	1.62	20140819t064101_580500z
586	40408	0.071087963	40408	0.071087963	0.337	-05:00	1069	3518.82	5808.52	-1.84	1.66	20140819t064222_180500z
587	40408	0.072314815	40408	0.072314815	0.14	-05:00	964.8	3885.5	5810.84	-1.96	1.51	20140819t064408_982250z
588	40408	0.072337963	40408	0.072337963	0.967	-05:00	1580.99	4481.98	5816.87	-1.83	1.34	20140819t064410_848750z
589	40408	0.072476852	40408	0.072476852	0.533	-05:00	1008.55	3846.47	5791	-1.89	1.16	20140819t064422_398000z
590	40408	0.072534722	40408	0.072534722	0.011	-05:00	967.79	3541.86	5789.32	-1.86	1.55	20140819t064427_876500z
591	40408	0.072534722	40408	0.072534722	0.601	-05:00	641.98	3610.27	5785.95	-1.9	1.6	20140819t064427_442750z
592	40408	0.072569444	40408	0.072569444	0.457	-05:00	1300.37	4309.57	5787.12	-1.84	1.76	20140819t064430_281000z
593	40408	0.072581019	40408	0.072581019	0.057	-05:00	1067.78	4081.85	5711	-1.94	1.3	20140819t064431_909250z
594	40408	0.072581019	40408	0.072581019	0.622	-05:00	878.24	3646.28	5809.37	-2.18	1.77	20140819t064431_473250z
595	40408	0.072638889	40408	0.072638889	0.568	-05:00	1223.38	3781.85	5771	-1.78	2.57	20140819t064436_413500z
596	40408	0.072650463	40408	0.072650463	0.244	-05:00	969.93	3760.94	5769.81	-2.02	1.2	20140819t064437_090000z
597	40408	0.072696759	40408	0.072696759	0.694	-05:00	684.38	3724.36	5769.86	-1.98	1.27	20140819t064441_510750z
598	40408	0.078344907	40408	0.078344907	0.253	-05:00	391.95	3788.82	5900.59	-1.83	3.2	20140819t065249_050500z
599	40408	0.09005787	40408	0.09005787	0.826	-05:00	438.46	3437.87	5894.91	-2.36	1.79	20140819t070941_665750z
600	40408	0.090671296	40408	0.090671296	0.896	-05:00	667.74	3541.82	5706.42	-2.36	1.38	20140819t071034_743500z
601	40408	0.094386574	40408	0.094386574	0.173	-05:00	1267.78	4101.86	5866.6	-2.1	1.19	20140819t071555_042500z
602	40408	0.103530093	40408	0.103530093	0.392	-05:00	367.78	4681.85	5789.05	-2.83	1.33	20140819t072905_103000z
603	40408	0.180972222	40408	0.180972222	0.329	-05:00	1127.78	3501.85	5852.79	-1.82	1.37	20140819t092036_201750z
604	40408	0.181342593	40408	0.181342593	0.889	-05:00	1087.82	3621.91	5727.88	-2	1.47	20140819t092108_760500z
605	40408	0.181435185	40408	0.181435185	0.114	-05:00	1107.77	3621.84	5752.74	-2.07	1.51	20140819t092116_962250z
606	40408	0.18255787	40408	0.18255787	0.557	-05:00	787.83	3601.9	5751	-2.17	2.45	20140819t092253_380500z
607	40408	0.184398148	40408	0.184398148	0.003	-05:00	1127.77	3741.83	5853.61	-1.92	2.12	20140819t092532_737500z
608	40408	0.188460648	40408	0.188460648	0.684	-05:00	1388.56	4180.33	5846.6	-2.02	2.13	20140819t093123_554250z
609	40408	0.192175926	40408	0.192175926	0.555	-05:00	829.88	3348.47	5867.86	-1.54	1.76	20140819t093644_399500z
610	40408	0.193298611	40408	0.193298611	0.833	-05:00	1613.84	4237.22	5804.64	-1.83	3.08	20140819t093821_686750z
611	40408	0.193506944	40408	0.193506944	0.453	-05:00	827.85	3421.91	5790.78	-2.18	1.89	20140819t093839_328250z
612	40408	0.194421296	40408	0.194421296	0.542	-05:00	679.15	3845.26	5832.43	-2.36	1.4	20140819t093958_398000z
613	40408	0.211261574	40408	0.211261574	0.689	-05:00	1056.93	3801.78	5829.74	-1.86	1.57	20140819t100413_558500z
614	40408	0.221851852	40408	0.221851852	0.988	-05:00	707.68	3121.79	5755.26	-1.87	0.7	20140819t101928_916500z
615	40408	0.231793981	40408	0.231793981	0.628	-05:00	1607.7	3041.75	5911	-1.97	0.63	20140819t103347_452250z
616	40408	0.234050926	40408	0.234050926	0.331	-05:00	947.71	3341.79	5814.91	-2.42	1.2	20140819t103702_222500z
617	40408	0.240925926	40408	0.240925926	0.751	-05:00	1487.84	3182.75	5698.44	-2.43	1.89	20140819t104656_599500z
618	40408	0.24568287	40408	0.24568287	0.026	-05:00	1828.86	4302.76	5855.19	-1.56	3.45	20140819t105347_868500z
619	40408	0.246087963	40408	0.246087963	0.774	-05:00	434.26	3506.68	5896.48	-2.07	2.99	20140819t105422_585500z
620	40408	0.255555556	40408	0.255555556	0.945	-05:00	267.7	3139.59	5756.21	-2	1.17	20140819t110800_816500z
621	40408	0.258043981	40408	0.258043981	0.37	-05:00	1307.84	3536.97	5788.54	-1.99	0.84	20140819t111135_324750z
622	40408	0.259340278	40408	0.259340278	0.539	-05:00	1598.47	3221.09	5747.04	-2.21	2.27	20140819t111327_390500z
623	40408	0.270694444	40408	0.270694444	0.215	-05:00	127.77	3673.69	5732.91	-2.4	1.28	20140819t112948_903000z
624	40408	0.274421296	40408	0.274421296	0.355	-05:00	1402.67	3884.45	5697.43	-2.17	1.4	20140819t113510_250250z
625	40408	0.278518519	40408	0.278518519	0.06	-05:00	1995.62	4176.69	5564.79	-2.02	2.23	20140819t114104_939750z
626	40408	0.279097222	40408	0.279097222	0.81	-05:00	907.86	3341.91	5459.08	-2.04	1.14	20140819t114154_687750z
627	40408	0.291805556	40408	0.291805556	0.624	-05:00	1587.03	4022.86	5687.48	-1.95	1.18	20140819t120012_357750z
628	40408	0.297314815	40408	0.297314815	0.334	-05:00	-252.24	3665.87	5455.28	-2.32	1.65	20140819t120808_153500z
629	40408	0.306909722	40408	0.306909722	0.5	-05:00	992.45	3718.4	5858.91	-1.92	0.8	20140819t122157_281750z
630	40408	0.313101852	40408	0.313101852	0.953	-05:00	568.35	3142.56	5802.43	-2.08	1.87	20140819t123052_827750z
631	40408	0.318275463	40408	0.318275463	0.064	-05:00	948.27	3361.4	5832.5	-2.3	0.29	20140819t123819_956000z
632	40408	0.32837963	40408	0.32837963	0.861	-05:00	1272.86	4416.84	5873.86	-1.28	3.8	20140819t125252_687750z
633	40408	0.330439815	40408	0.330439815	0.224	-05:00	-33.79	3320.81	5872.02	-1.76	3.81	20140819t125550_037000z
634	40408	0.335115741	40408	0.335115741	0.692	-05:00	493.23	3887.16	5903.56	-2.11	1.63	20140819t130234_512000z
635	40408	0.33525463	40408	0.33525463	0.603	-05:00	687.77	3165.77	5868.86	-1.14	3.27	20140819t130246_431250z
636	40408	0.338043981	40408	0.338043981	0.066	-05:00	-32.16	3425.54	5920.53	-1.75	3.39	20140819t130647_836250z
637	40408	0.354293981	40408	0.354293981	0.019	-05:00	1056.77	3317.38	5551.92	-2.27	1.91	20140819t133011_899250z
638	40408	0.491759259	40408	0.491759259	0.43	-05:00	1400.96	3645.98	5808.27	-2.35	1.19	20140819t164808_263500z
639	40408	0.496180556	40408	0.496180556	0.209	-05:00	1736.84	4095.23	5895.77	-2.35	3.54	20140819t165430_056250z
640	40408	0.505439815	40408	0.505439815	0.22	-05:00	985.95	2636.1	5784.29	-2.42	1.45	20140819t170750_168750z
641	40408	0.51318287	40408	0.51318287	0.791	-05:00	1761.09	4105.49	5901.48	-2.4	3.43	20140819t171859_641500z
642	40408	0.516400463	40408	0.516400463	0.554	-05:00	1607.79	3121.85	5788.06	-2.55	0.81	20140819t172337_314750z
643	40408	0.516712963	40408	0.516712963	0.059	-05:00	1256.68	2780.09	5801.7	-2.89	0.75	20140819t172404_830000z
644	40408	0.517881944	40408	0.517881944	0.972	-05:00	1128.25	2902.21	5762.47	-2.82	0.96	20140819t172545_839000z
645	40408	0.518148148	40408	0.518148148	0.223	-05:00	1122.25	2896.46	5809.72	-2.96	0.88	20140819t172608_086250z
646	40408	0.518553241	40408	0.518553241	0.876	-05:00	1270.77	2841.29	5805.68	-3.06	1.32	20140819t172643_731500z
647	40408	0.518946759	40408	0.518946759	0.22	-05:00	1367.79	2935.86	5806.49	-2.87	1.43	20140819t172717_053500z
648	40408	0.519513889	40408	0.519513889	0.661	-05:00	1185.49	2919.18	5918.93	-2.79	1.49	20140819t172806_514250z
649	40408	0.519652778	40408	0.519652778	0.573	-05:00	1804.55	3248.26	5791.2	-2.7	1.73	20140819t172818_427750z
650	40408	0.519768519	40408	0.519768519	0.734	-05:00	1147.63	2882.52	5776.98	-2.85	1.23	20140819t172828_586500z
651	40408	0.519895833	40408	0.519895833	0.638	-05:00	1207.87	3238.43	5771	-2.79	2.48	20140819t172839_345000z
652	40408	0.520046296	40408	0.520046296	0.518	-05:00	1247.72	2892.14	5804.75	-2.98	0.81	20140819t172852_361500z
653	40408	0.520428241	40408	0.520428241	0.996	-05:00	1395.34	3142.53	5800.97	-2.79	2.92	20140819t172925_841250z
654	40408	0.520474537	40408	0.520474537	0.273	-05:00	1625.21	3161.04	5784.41	-2.61	1.68	20140819t172929_105250z
655	40408	0.520532407	40408	0.520532407	0.249	-05:00	1107.69	3281.77	5742.99	-2.83	1.91	20140819t172934_110000z
656	40408	0.520729167	40408	0.520729167	0.386	-05:00	1027.76	3061.84	5788.18	-2.72	2.12	20140819t172951_232750z
657	40408	0.520902778	40408	0.520902778	0.45	-05:00	1067.69	3161.77	5787.54	-2.82	2.29	20140819t173006_318500z
658	40408	0.520925926	40408	0.520925926	0.907	-05:00	1126.21	2843.23	5783.73	-2.86	1.28	20140819t173008_757000z
659	40408	0.5209375	40408	0.5209375	0.413	-05:00	1153.16	3092.94	5794.66	-2.85	3.13	20140819t173009_264500z
660	40408	0.521122685	40408	0.521122685	0.926	-05:00	707.85	3081.88	5771	-2.73	1.6	20140819t173025_794000z
661	40408	0.521261574	40408	0.521261574	0.105	-05:00	788.59	2921	5852.04	-2.74	1	20140819t173037_970500z
662	40408	0.521296296	40408	0.521296296	0.003	-05:00	1116.92	2949.21	5805.29	-2.8	1.21	20140819t173040_836250z
663	40408	0.521365741	40408	0.521365741	0.565	-05:00	1178.7	3181.71	5782.6	-2.88	1.42	20140819t173046_441250z
664	40408	0.521412037	40408	0.521412037	0.356	-05:00	1542.52	3104.94	5736.23	-2.7	2.6	20140819t173050_189000z
665	40408	0.521539352	40408	0.521539352	0.726	-05:00	1267.79	2961.85	5797.36	-2.85	2.33	20140819t173101_562500z
666	40408	0.521597222	40408	0.521597222	0.579	-05:00	1147.86	3121.92	5795.51	-2.83	1.34	20140819t173106_425250z
667	40408	0.521782407	40408	0.521782407	0.942	-05:00	1567.99	3102.88	5780.49	-2.79	0.93	20140819t173122_781500z
668	40408	0.521793981	40408	0.521793981	0.206	-05:00	1139.79	3061.82	5787.35	-2.54	3.3	20140819t173123_037250z
669	40408	0.522037037	40408	0.522037037	0.354	-05:00	1110.07	3187.84	5786.51	-2.88	2.59	20140819t173144_240000z
670	40408	0.522060185	40408	0.522060185	0.259	-05:00	1147.83	2992.68	5806.11	-2.97	1.93	20140819t173146_110250z
671	40408	0.522060185	40408	0.522060185	0.719	-05:00	1127.87	3081.93	5796.98	-2.88	2.7	20140819t173146_573500z
672	40408	0.522326389	40408	0.522326389	0.275	-05:00	1387.8	3266.22	5732.61	-2.93	1.3	20140819t173209_131000z
673	40408	0.522326389	40408	0.522326389	0.601	-05:00	1187.72	3261.79	5737.61	-2.8	1.43	20140819t173209_473750z
674	40408	0.522361111	40408	0.522361111	0.599	-05:00	1599.88	3104.53	5761.12	-2.8	1.64	20140819t173212_438000z
675	40408	0.52255787	40408	0.52255787	0.301	-05:00	1462.44	3045.42	5781.87	-2.84	1.61	20140819t173229_134750z
676	40408	0.522708333	40408	0.522708333	0.908	-05:00	1077.93	3248.61	5811.24	-2.6	1.41	20140819t173242_765500z
677	40408	0.522847222	40408	0.522847222	0.834	-05:00	1112.13	3145.62	5801.81	-2.82	2.13	20140819t173254_687000z
678	40408	0.52306713	40408	0.52306713	0.421	-05:00	1167.91	2786.25	5859.6	-2.8	2.78	20140819t173313_230500z
679	40408	0.523090278	40408	0.523090278	0.312	-05:00	2107.83	2941.78	5794.3	-2.84	1.54	20140819t173315_156500z
680	40408	0.523275463	40408	0.523275463	0.549	-05:00	1770.29	3161.1	5787.67	-2.77	1.87	20140819t173331_400000z
681	40408	0.523530093	40408	0.523530093	0.873	-05:00	1187.65	2830.36	5845.39	-2.82	1.58	20140819t173353_704250z
682	40408	0.523611111	40408	0.523611111	0.341	-05:00	1680.69	3335.14	5727.77	-2.74	2.82	20140819t173400_193000z
683	40408	0.523634259	40408	0.523634259	0.087	-05:00	1651.56	3120.96	5769.67	-2.85	1.14	20140819t173402_938500z
684	40408	0.523703704	40408	0.523703704	0.746	-05:00	927.84	3321.9	5739.26	-2.8	1.57	20140819t173408_616250z
685	40408	0.524016204	40408	0.524016204	0.575	-05:00	1127.75	3101.82	5799.6	-2.82	2.01	20140819t173435_426500z
686	40408	0.524247685	40408	0.524247685	0.007	-05:00	1307.73	2697.7	5782.61	-2.9	1.86	20140819t173455_819000z
687	40408	0.524351852	40408	0.524351852	0.681	-05:00	1128.95	2841.05	5749.85	-2.85	1.15	20140819t173504_530000z
688	40408	0.524502315	40408	0.524502315	0.402	-05:00	1649.29	3123.61	5798.71	-2.75	1.46	20140819t173517_241750z
689	40408	0.524513889	40408	0.524513889	0.142	-05:00	1207.8	3080.28	5791.44	-2.89	2.07	20140819t173518_993000z
690	40408	0.524965278	40408	0.524965278	0.946	-05:00	1257.12	3182.52	5777.98	-2.78	1.62	20140819t173557_785500z
691	40408	0.525509259	40408	0.525509259	0.605	-05:00	1007.68	3129.24	5732.5	-2.82	2.47	20140819t173644_467750z
692	40408	0.52587963	40408	0.52587963	0.789	-05:00	1887.8	3221.88	5741.05	-2.65	0.81	20140819t173716_649750z
693	40408	0.526099537	40408	0.526099537	0.363	-05:00	1216.59	3061.93	5783.66	-2.83	1.46	20140819t173735_217000z
694	40408	0.526157407	40408	0.526157407	0.466	-05:00	1787.74	3006.84	5799.67	-2.97	2.24	20140819t173740_318250z
695	40408	0.526574074	40408	0.526574074	0.918	-05:00	1107.73	3234.3	5747.16	-2.78	3.13	20140819t173816_777750z
696	40408	0.526724537	40408	0.526724537	0.95	-05:00	1237.87	2889.05	5847.39	-2.51	1.83	20140819t173829_743750z
697	40408	0.526956019	40408	0.526956019	0.189	-05:00	1083.37	2743.16	5826.85	-2.9	0.61	20140819t173849_032750z
698	40408	0.526956019	40408	0.526956019	0.694	-05:00	1963.3	3964.12	5762.01	-2.29	1.23	20140819t173849_558500z
699	40408	0.527048611	40408	0.527048611	0.546	-05:00	381.81	3249.16	5814.88	-2.59	1.21	20140819t173857_428000z
700	40408	0.527083333	40408	0.527083333	0.767	-05:00	1247.8	3155.95	5788.96	-2.73	3.32	20140819t173900_619500z
701	40408	0.52712963	40408	0.52712963	0.314	-05:00	887.82	3141.87	5732.66	-2.69	0.9	20140819t173904_164500z
702	40408	0.527974537	40408	0.527974537	0.835	-05:00	2467.75	2881.79	5777.92	-2.83	1.13	20140819t174017_722500z
703	40408	0.52875	40408	0.52875	0.424	-05:00	790.03	2798.67	5786.8	-2.76	1.96	20140819t174124_258000z
704	40408	0.5290625	40408	0.5290625	0.564	-05:00	1525.68	3964.74	5843.16	-2.31	2.27	20140819t174151_418250z
705	40408	0.52962963	40408	0.52962963	0.218	-05:00	1167.8	3253.88	5747.63	-2.78	1.92	20140819t174240_069500z
706	40408	0.529837963	40408	0.529837963	0.937	-05:00	1668.01	4041.83	5895.38	-0.94	3.48	20140819t174258_777750z
707	40408	0.530405093	40408	0.530405093	0.742	-05:00	1127.78	3133.8	5793.36	-2.79	1.27	20140819t174347_611500z
708	40408	0.531469907	40408	0.531469907	0.523	-05:00	1842.91	2720.37	5743.76	-2.73	0.54	20140819t174519_241750z
709	40408	0.532060185	40408	0.532060185	0.968	-05:00	1870.98	4020.98	5842.72	-2.09	2.4	20140819t174610_845000z
710	40408	0.532835648	40408	0.532835648	0.571	-05:00	1358.52	2916.3	5848.63	-2.41	3.01	20140819t174717_180500z
711	40408	0.532835648	40408	0.532835648	0.572	-05:00	1372.88	2901.49	5853.52	-2.41	2.84	20140819t174717_380750z
712	40408	0.533159722	40408	0.533159722	0.176	-05:00	1367.82	2779.74	5752.64	-2.86	0.63	20140819t174745_995250z
713	40408	0.534016204	40408	0.534016204	0.871	-05:00	549.24	3660.64	5724.52	-2.65	1.66	20140819t174859_794500z
714	40408	0.534826389	40408	0.534826389	0.857	-05:00	1151.3	2998.63	5770.68	-2.8	1.88	20140819t175009_708250z
715	40408	0.53537037	40408	0.53537037	0.999	-05:00	1467.81	3162.25	5780.2	-2.77	2.9	20140819t175056_852750z
716	40408	0.535787037	40408	0.535787037	0.299	-05:00	1571.09	3980.35	5899.56	-2.31	2.55	20140819t175132_140250z
717	40408	0.536631944	40408	0.536631944	0.537	-05:00	1974.64	3600.12	5704.99	-2.61	1.9	20140819t175245_422500z
718	40408	0.537071759	40408	0.537071759	0.274	-05:00	1007.85	3301.92	5530.62	-2.56	1.82	20140819t175323_139750z
719	40408	0.540162037	40408	0.540162037	0.741	-05:00	1069.8	2896.27	5855.85	-2.51	1.12	20140819t175750_456250z
720	40408	0.540532407	40408	0.540532407	0.682	-05:00	1266.92	2862.77	5849	-2.77	1.91	20140819t175822_503250z
721	40408	0.541006944	40408	0.541006944	0.31	-05:00	1131.31	2821.28	5757.6	-2.83	1.22	20140819t175903_141250z
722	40408	0.54130787	40408	0.54130787	0.256	-05:00	558.42	3086.44	5784.38	-2.28	1.3	20140819t175929_073500z
723	40408	0.541886574	40408	0.541886574	0.808	-05:00	1104.64	3296.09	5632.31	-2.57	1.22	20140819t180019_546750z
724	40408	0.542986111	40408	0.542986111	0.002	-05:00	1267.89	2990.99	5761.72	-2.9	1.4	20140819t180154_836000z
725	40408	0.54306713	40408	0.54306713	0.261	-05:00	1269.17	3530.85	5621.63	-2.7	0.68	20140819t180201_124500z
726	40408	0.543842593	40408	0.543842593	0.009	-05:00	1747.78	3155.51	5751.25	-2.87	2.57	20140819t180308_870000z
727	40408	0.544039352	40408	0.544039352	0.019	-05:00	784.17	2963.38	5683.38	-3	1.26	20140819t180325_879500z
728	40408	0.544849537	40408	0.544849537	0.557	-05:00	1219.27	3041.91	5785.3	-2.92	1.81	20140819t180435_407000z
729	40408	0.544872685	40408	0.544872685	0.745	-05:00	1407.74	2821.45	5757.03	-2.99	2.22	20140819t180437_565000z
730	40408	0.5453125	40408	0.5453125	0.617	-05:00	1827.86	3341.98	5715.03	-2.78	0.66	20140819t180515_355750z
731	40408	0.545474537	40408	0.545474537	0.882	-05:00	1467.8	3364.58	5648.15	-2.96	1.76	20140819t180529_746000z
732	40408	0.545659722	40408	0.545659722	0.626	-05:00	1407.76	3332.93	5559.4	-2.67	3.1	20140819t180545_485250z
733	40408	0.545856481	40408	0.545856481	0.689	-05:00	1287.72	3228.44	5732.22	-2.85	2.06	20140819t180602_561500z
734	40408	0.54619213	40408	0.54619213	0.196	-05:00	1347.78	3101.62	5764.63	-3.07	1.83	20140819t180631_071750z
735	40408	0.546666667	40408	0.546666667	0.856	-05:00	1925.68	3164.57	5670.03	-2.84	3.34	20140819t180712_701250z
736	40408	0.547037037	40408	0.547037037	0.61	-05:00	1415.41	3036.06	5766.76	-2.69	1.63	20140819t180744_452750z
737	40408	0.547430556	40408	0.547430556	0.372	-05:00	1427.76	2630.08	5737.9	-3.12	2.62	20140819t180818_169000z
738	40408	0.547465278	40408	0.547465278	0.45	-05:00	1407.74	3343.35	5647.3	-2.79	3.38	20140819t180821_313250z
739	40408	0.547523148	40408	0.547523148	0.475	-05:00	1274.78	2879.19	5770.1	-2.93	0.68	20140819t180826_305000z
740	40408	0.549293981	40408	0.549293981	0.788	-05:00	1367.77	3141.24	5780.23	-2.62	1.12	20140819t181059_641500z
741	40408	0.549803241	40408	0.549803241	0.116	-05:00	1849.4	2862.93	5815.71	-2.93	3.14	20140819t181143_927750z
742	40408	0.549976852	40408	0.549976852	0.075	-05:00	1570.07	2981.52	5806.7	-2.9	2.6	20140819t181158_770250z
743	40408	0.550833333	40408	0.550833333	0.507	-05:00	1751.7	3305.37	5865.83	-2.65	2.67	20140819t181312_337250z
744	40408	0.551736111	40408	0.551736111	0.94	-05:00	1951.23	3141.26	5662.18	-2.76	3.3	20140819t181430_778000z
745	40408	0.551886574	40408	0.551886574	0.966	-05:00	1687.73	3357.67	5591	-2.78	2.94	20140819t181443_828500z
746	40408	0.554166667	40408	0.554166667	0.101	-05:00	1367.84	3136.89	5751	-2.84	1.1	20140819t181800_927000z
747	40408	0.55693287	40408	0.55693287	0.704	-05:00	1427.85	2773.7	5723.63	-2.91	1.3	20140819t182159_603000z
748	40408	0.557407407	40408	0.557407407	0.8	-05:00	1587.81	3168.14	5782.58	-2.84	1.4	20140819t182240_650250z
749	40408	0.55787037	40408	0.55787037	0.187	-05:00	2602.48	3473.71	5811	-2.11	2.77	20140819t182320_032500z
750	40408	0.560787037	40408	0.560787037	0.979	-05:00	647.83	2881.87	5854.48	-2.57	1.12	20140819t182732_843750z
751	40408	0.561678241	40408	0.561678241	0.517	-05:00	1327.79	2761.84	5829.59	-2.72	1.02	20140819t182849_313750z
752	40408	0.561909722	40408	0.561909722	0.366	-05:00	987.72	3161.8	5839.34	-2.49	1.73	20140819t182909_134000z
753	40408	0.563148148	40408	0.563148148	0.359	-05:00	1267.74	3090.58	5822.4	-2.65	1.98	20140819t183056_183750z
754	40408	0.564363426	40408	0.564363426	0.528	-05:00	667.71	3321.91	5808.87	-2.56	1.65	20140819t183241_406750z
755	40408	0.564583333	40408	0.564583333	0.901	-05:00	1587.8	3114.76	5825.83	-2.68	1.94	20140819t183300_747250z
756	40408	0.564791667	40408	0.564791667	0.463	-05:00	1887.88	3021.99	5829.69	-2.68	2.43	20140819t183318_273000z
757	40408	0.565219907	40408	0.565219907	0.685	-05:00	1867.85	3021.94	5826.45	-2.61	3.34	20140819t183355_414250z
758	40408	0.565497685	40408	0.565497685	0.955	-05:00	1487.69	3101.74	5759.7	-2.86	1.12	20140819t183419_614750z
759	40408	0.569699074	40408	0.569699074	0.377	-05:00	947.96	3081.97	5831.13	-2.65	1.29	20140819t184022_250750z
760	40408	0.571261574	40408	0.571261574	0.279	-05:00	1033.1	2794.76	5870.7	-2.74	2.41	20140819t184237_139750z
761	40408	0.572141204	40408	0.572141204	0.803	-05:00	1648.83	4024.16	5915.08	-1.97	3.39	20140819t184353_643500z
